,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,calcium,iron,magnesium,potassium,sodium,ingredients,cholesterol
13,Vegan Casserole,14013,"Very tasty vegan dish! If you prefer, you can replace the spinach with green chard. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F717386.jpg,5,519.6,17,4.0,67.7,11.1,10.3,20.0,2.8,0.6986,0.0064,0.1405,1.6565999999999999,0.7071000000000001,"5 russet potatoes, peeled #1 clove crushed garlic #1 stalk celery, chopped #1 bunch fresh parsley, chopped #8 whole black peppercorns #1 onion, chopped #1 bay leaf #1 tablespoon light miso paste #1 tablespoon olive oil #1 tablespoon olive oil #¾ cup diced red onion #1 clove garlic, minced #½ pound fresh mushrooms, sliced #1 pound firm tofu, crumbled #4 tablespoons hickory flavored barbecue sauce #1 tablespoon nutritional yeast (Optional)#1 tablespoon vegetarian chicken flavored gravy mix #1 teaspoon paprika #1 tablespoon tamari #1 cup fresh corn kernels #1 cup chopped spinach #2 tablespoons olive oil #⅛ cup whole wheat pastry flour #2 teaspoons nutritional yeast (Optional)#1 tablespoon vegetarian chicken flavored gravy mix #1 cube vegetable bouillon ",0.0
14,Potatoes and Onions,14014,"Cubed potatoes over onions, mushrooms and celery. For an extra zip sprinkle vegan Parmesan cheese and oregano on top of the dish! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1992193.jpg,2,336.9,9,4.0,75.7,10.2,10.4,0.6,0.2,0.0691,0.003,0.0897,1.7755,0.3674,"3 potatoes, cubed #¼ cup fat free Italian-style dressing #2 cups fresh sliced mushrooms #1 onion, finely diced #2 stalks celery, chopped ",0.0
15,No-Fry Spicy Potato Skins,14015,"These tasty potato skins are lower in fat than the original version because they are baked and not fried. Serve them with ketchup or sour cream, you can sprinkle green onions into the sour cream to brighten the dish up a bit and get everyone in a party mood! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F631549.jpg,24,68.8,42,4.5,11.0,1.5,0.5,2.4,0.3,0.0096,0.0006,0.0148,0.2646,0.1024,4 large russet potatoes #¼ cup olive oil #1 teaspoon salt #½ teaspoon ground black pepper #1 ½ teaspoons chili powder #1 ½ teaspoons curry powder #1 ½ teaspoons ground coriander seed ,0.0
16,Vegetable Stuffed Cannelloni,14016,"Delicious cannelloni stuffed with an array of vegetables, Parmesan, and ricotta cheese! Serve with a big green salad. Tasty! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6864883.jpg,8,423.6,40,4.5,28.8,4.0,5.6,28.9,16.0,0.1933,0.0018,0.0439,0.511,0.2898,"8 cannelloni noodles #5 cloves garlic, minced #5 shallots, chopped #2 tablespoons olive oil #1 cup dry sherry #2 cups heavy whipping cream # salt and pepper to taste #1 onion, chopped #1 cup fresh sliced mushrooms #1 zucchini, chopped #1 small eggplant, diced #2 roasted red bell peppers, diced #1 teaspoon dried basil #1 teaspoon dried oregano #¾ cup ricotta cheese #1 cup grated Parmesan cheese ",0.09029999999999999
17,Zucchini Wrapped in Tortillas,14017,"Here's what I do with the wonderful zucchini in summer. Don't be daunted by the list of ingredients. It's long because of the various added spices, which give the wraps a wonderful flavor. The actual procedure is quite simple. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F991162.jpg,4,360.9,32,3.8,48.0,4.4,2.9,10.2,4.3,0.159,0.0034,0.0498,0.4919,0.3763,"1 tablespoon vegetable oil #1 teaspoon mustard seed (Optional)#1 teaspoon cumin seeds #1 small red onion, thinly sliced #1 tablespoon grated fresh ginger #4 cups grated zucchini #½ teaspoon chili powder #¼ teaspoon ground black pepper #¼ teaspoon ground cloves #¼ teaspoon ground cinnamon # salt to taste #4 (10 inch) flour tortillas #4 fresh chives #½ cup sour cream (Optional)",0.0126
18,Pasta Primavera Sauce,14018,This pasta sauce is low-fat but doesn't taste it! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F43674.jpg,6,84.5,80,4.6,13.8,3.3,8.1,2.6,0.4,0.0386,0.0019,0.0233,0.4705,0.9755,"1 (14.5 ounce) can diced tomatoes #1 (6 ounce) can tomato paste #¾ cup fresh broccoli florets #¾ cup thinly sliced carrots #¾ cup sliced onion #½ cup zucchini chunks #½ cup sliced green bell pepper #½ cup red bell pepper, sliced #2 cloves garlic, chopped #2 bay leaf #1 tablespoon olive oil #½ teaspoon dried basil #½ teaspoon dried rosemary #½ teaspoon dried oregano #½ teaspoon dried thyme #1 ½ teaspoons salt #¼ teaspoon ground black pepper #1 teaspoon white sugar #½ cup water ",0.0
19,Eggplant Croquettes,14019,This recipe is one of many I have discovered to utilize the bountiful eggplant crop my garden has produced this year. The kids will even love eggplant this way! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F506443.jpg,6,265.9,408,4.4,23.6,6.4,5.1,14.4,6.2,0.2341,0.0023,0.041,0.4688,0.9108999999999999,"2 medium eggplants, peeled and cubed #1 cup shredded sharp Cheddar cheese #1 cup Italian seasoned bread crumbs #2 eggs, beaten #2 tablespoons dried parsley #2 tablespoons chopped onion #1 clove garlic, minced #1 cup vegetable oil for frying #1 teaspoon salt #½ teaspoon ground black pepper ",0.0863
20,Breakfast Grits,14020,If you've never tried grits...you haven't lived! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6569137.jpg,4,239.6,54,4.5,31.3,0.6,0.3,9.1,5.5,0.1315,0.0016,0.0172,0.073,0.4239,3 cups water #½ teaspoon salt #1 cup hominy grits # freshly ground black pepper #1 tablespoon butter #½ cup shredded sharp Cheddar cheese ,0.0257
21,Grandma's Slow Cooker Vegetarian Chili,14021,This is a simple crowd pleasing recipe that can sit in a slow cooker until it is time to serve. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9387101.jpg,8,259.9,677,4.5,52.6,13.2,9.2,2.0,0.2,0.102,0.0046,0.0435,0.451,0.9659,"1 (19 ounce) can black bean soup #1 (15 ounce) can kidney beans, rinsed and drained #1 (15 ounce) can garbanzo beans, rinsed and drained #1 (16 ounce) can vegetarian baked beans #1 (14.5 ounce) can chopped tomatoes in puree #1 (15 ounce) can whole kernel corn, drained #1 onion, chopped #1 green bell pepper, chopped #2 stalks celery, chopped #2 cloves garlic, chopped #1 tablespoon chili powder, or to taste #1 tablespoon dried parsley #1 tablespoon dried oregano #1 tablespoon dried basil ",0.0008
22,Spinach Dip,14022,"An unbaked spinach dip. Unlike many other spinach dips this one is served deliciously cold. Enjoy! You can replace the red bell pepper with minced carrot or cucumber, or try using a combination of the three. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3073952.jpg,20,62.3,48,4.3,2.4,0.7,0.8,5.7,1.4,0.0293,0.0004,0.0135,0.0886,0.1038,"1 (10 ounce) package frozen chopped spinach, thawed #1 cup minced onion #2 cloves garlic, minced #1 cup minced red bell pepper #½ cup sour cream #½ cup mayonnaise #1 teaspoon ground cumin #½ teaspoon salt ",0.0046
23,Fresh Tomato Pasta,14023,"This is an extremely simple pasta recipe that I love to make when I don't really feel like cooking! I use rigatoni, but you can use whatever pasta you prefer. This is especially delicious with tomatoes fresh from your garden. Serve with garlic bread and a simple lettuce salad with Italian dressing. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F42255.jpg,2,501.5,34,4.4,82.2,4.3,7.0,12.0,2.6,0.056299999999999996,0.0046,0.0115,0.2055,0.0334,1 (8 ounce) package dry pasta #1 clove garlic #1 medium tomato #1 teaspoon dried basil #1 tablespoon olive oil #1 pinch salt ,0.13440000000000002
24,Soba with Toasted Sesame Seed Sauce,14024,"Soba noodles are available in Japanese food stores, whole food stores, and some supermarkets. You can add any vegetables to this dish that you enjoy or have on hand. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1167296.jpg,4,354.7,142,4.0,57.3,4.5,6.1,10.9,1.5,0.24659999999999999,0.0052,0.1391,0.5257999999999999,1.037,"½ cup sesame seeds #8 ounces dried soba noodles #2 tablespoons balsamic vinegar #1 tablespoon white sugar #2 ½ tablespoons soy sauce #1 clove garlic, minced #1 teaspoon dark sesame oil #5 green onions, chopped #3 cups broccoli florets ",0.0
25,Giant Stuffed Mushrooms,14025,These stuffed mushrooms are too big to serve as hors d'oeuvres.....just one of these enormous mushrooms can be dinner for a hungry person. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1896470.jpg,4,197.8,13,3.4,29.2,5.6,3.2,7.9,1.1,0.037899999999999996,0.0019,0.08109999999999999,0.7951,0.3281,"4 large portobello mushrooms #2 tablespoons olive oil, divided # salt to taste # ground black pepper to taste #1 clove garlic, minced #1 cup chopped fresh cilantro #1 large carrot, finely chopped #1 stalk celery, finely chopped #⅔ cup kasha (toasted buckwheat groats) #1 ¼ cups water #3 tablespoons chopped fresh parsley ",0.0
26,Veggie Squares,14026,Every so often I treat my co-workers to something I make at home. They love this treat. Not many calories and good too. You can use any kind of cheese you like. Sprinkle these with garlic salt if you think they need a little more oomph! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F888188.jpg,15,428.8,14,4.4,22.9,4.0,3.5,32.6,14.2,0.2067,0.0018,0.0282,0.3532,0.4787,"2 (8 ounce) packages refrigerated crescent rolls #2 (8 ounce) packages cream cheese #1 cup mayonnaise #1 teaspoon dried dill weed #1 head fresh broccoli, minced #1 head cauliflower, finely chopped #1 bunch radishes, finely diced #4 large carrots, shredded #1 bunch green onions, chopped #8 ounces shredded Swiss cheese #1 (2.5 ounce) jar imitation bacon bits ",0.0673
27,Mexican Bean Pie,14027,A quick easy tortilla pie filled with a spicy bean and veggie filling. You can replace the Cheddar cheese with Monterey Jack or any other cheese you like. Top the pie with sour cream and your favorite salsa. Add extra fiber to your diet by using whole wheat tortillas! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F18293.jpg,6,423.9,156,4.4,52.9,10.5,2.7,18.6,10.2,0.3498,0.0046,0.0942,0.6543,1.1043,"1 (15 ounce) can black beans, drained and rinsed #1 (15 ounce) can pinto beans, drained #1 (16 ounce) can refried beans #1 (2 ounce) can sliced black olives #½ (15.25 ounce) can whole kernel corn, drained #½ cup chopped green bell pepper #1 jalapeno pepper, seeded and minced #1 tablespoon ground cumin #1 tablespoon chili powder # ground black pepper to taste #5 (10 inch) whole wheat tortillas #1 ½ cups shredded Cheddar cheese #½ cup salsa (Optional)#½ cup sour cream (Optional)",0.049100000000000005
28,"Knoephla, Potatoes and Sauerkraut",14028,This is an old German family recipe that is easily modified for the number of people being served. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F890328.jpg,6,499.6,21,3.9,93.4,9.2,3.6,8.3,2.3,0.0953,0.0065,0.0788,1.1559000000000001,0.8568,"3 ¼ cups all-purpose flour #½ teaspoon baking powder #¼ teaspoon salt #1 egg, beaten #1 cup warm water #2 tablespoons vegetable oil #6 potatoes, peeled and cubed # salt and pepper to taste #1 tablespoon butter #22 ounces sauerkraut, drained ",0.0361
29,Tomato Squash Dish,14029,Don't know what to do with all those extra veggies popping up in your garden? Here's a delicious and easy option. Serve this medley of veggies over rice with a side of tangy chutney if you've got it in the house! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1244400.jpg,5,113.1,18,4.2,14.3,4.2,8.2,6.0,0.9,0.0476,0.0011,0.045700000000000005,0.8029,0.0247,"1 onion, finely diced #1 green bell pepper, chopped #1 clove crushed garlic #½ cup grated carrots #2 tablespoons olive oil #2 yellow squash, halved and sliced into strips #2 zucchini, halved and sliced into strips #4 tomatoes, chopped # salt and pepper to taste ",0.0
30,Spinach Veggie Casserole,14030,"Lots of spinach, lots of rice and lots of cheese in this hearty casserole. Very tasty and hearty main course. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4523832.jpg,8,404.2,35,4.0,40.7,4.3,6.6,20.9,10.8,0.4058,0.0032,0.0927,0.5582,0.49960000000000004,"1 ¾ cups water #¾ cup white rice #3 tablespoons butter #3 tablespoons all-purpose flour #2 cups milk #2 cups shredded Swiss cheese # salt and pepper to taste #1 teaspoon hot pepper sauce #2 (10 ounce) packages frozen chopped spinach, thawed and drained #2 tablespoons vegetable oil #1 onion, chopped #2 cloves garlic #1 red bell pepper, chopped #1 (15 ounce) can white corn, drained #½ cup dried bread crumbs, seasoned #2 tablespoons butter, diced ",0.0489
31,Scalloped Tomatoes,14031,This is a variation on my mothers recipe. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F480056.jpg,6,140.4,108,4.5,15.6,2.1,7.5,8.3,5.0,0.0417,0.0009,0.019100000000000002,0.3412,0.5293,"¼ cup butter #1 onion, chopped #1 teaspoon salt # ground black pepper to taste #½ teaspoon dried basil #4 teaspoons brown sugar #5 tomatoes, sliced #2 cups white bread cubes ",0.020300000000000002
32,Bittersweet Banana Pudding,14032,Its easy to make. Its delicious and low in fat. You wont miss the dairy or eggs. ,0,8,275.5,5,2.4,35.9,3.9,29.1,13.7,7.8,0.0205,0.0007,0.023100000000000002,0.3542,0.0214,1 (16 ounce) package silken tofu #2 cups semi-sweet chocolate chips #2 ripe bananas #2 tablespoons raspberry vinegar ,0.0
33,World's Greatest Vegetable Broth,14033,"This makes a broth that is slightly thick with a rich color and full flavor. The broth can be frozen in one or one and a half cup blocks for later use. This recipe also leaves you with a bowl full of delicious cooked vegetables, I love to snack on them cold. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2648610.jpg,8,133.3,102,4.7,23.3,6.6,11.2,4.0,0.6,0.11320000000000001,0.0017,0.046799999999999994,0.8018,0.1315,"1 pound celery #1 ½ pounds sweet onions #1 pound carrots, cut into 1 inch pieces #1 pound tomatoes, cored #1 pound green bell pepper, cut into 1 inch pieces #½ pound turnips, cubed #2 tablespoons olive oil #3 cloves garlic #3 whole cloves #1 bay leaf #6 whole black peppercorns #1 bunch fresh parsley, chopped #1 gallon water ",0.0
34,"Pan-fried Polenta with Corn, Kale and Goat Cheese",14034,This is a gourmet polenta recipe as it uses kale and goat cheese. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F476574.jpg,2,690,24,3.9,88.5,10.4,6.4,31.1,14.9,0.3528,0.0056,0.1703,1.1641,1.2503,"1 tablespoon butter #2 cloves garlic, minced #4 ⅓ cups water #1 cup stone ground cornmeal #½ teaspoon salt #1 ⅓ cups fresh corn kernels # freshly ground black pepper #2 tablespoons grated Parmesan cheese #½ bunch kale #1 tablespoon olive oil #1 tomato, sliced #3 ounces goat cheese ",0.0533
35,Aloo Phujia,14035,"Spicy potatoes, tomatoes and onions with an Indian kick! This is super spicy so be aware! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F695663.jpg,4,235.4,313,4.4,25.7,4.0,4.0,14.1,1.9,0.0298,0.0014,0.0384,0.7072999999999999,0.5933999999999999,"1 onion, chopped #¼ cup vegetable oil #1 pound potatoes, peeled and cubed #1 teaspoon salt #½ teaspoon cayenne pepper #½ teaspoon ground turmeric #¼ teaspoon ground cumin #2 tomatoes, chopped ",0.0
36,Easy Eggplant Pita,14036,A yummy eggplant/veggie pita that is quick and easy! Adjust the amount of garlic powder according to your taste. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F695298.jpg,8,236.3,34,4.2,23.1,3.4,3.0,13.1,3.3,0.11009999999999999,0.0008,0.022600000000000002,0.2553,0.3944,"1 small eggplant, diced #¼ cup fresh sliced mushrooms #1 green bell pepper, chopped #½ onion, chopped #¼ teaspoon garlic powder #1 tablespoon olive oil #4 pitas, halved #1 cup shredded mozzarella cheese #½ cup ranch-style salad dressing (Optional)",0.015099999999999999
37,Balsamic Mushrooms,14037,"Balsamic vinegary mushrooms, yum! A great way to start your dinner party! These mushrooms are equally delicious hot or cold so you can prepare them the night before your party or moments before! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1029640.jpg,8,94.2,120,4.4,3.3,0.6,1.8,8.3,1.1,0.0060999999999999995,0.0004,0.006,0.19369999999999998,0.004900000000000001,"5 tablespoons olive oil #3 cloves garlic, minced #1 pound fresh mushrooms, sliced #3 tablespoons balsamic vinegar #3 tablespoons white wine # salt and pepper to taste ",0.0
38,Fried Tempeh in Batter,14038,This recipe makes a very hearty snack or appetizer. ,0,4,346.5,7,3.5,30.9,1.6,0.4,18.8,3.1,0.0881,0.0034,0.056299999999999996,0.3107,0.0249,"1 cup all-purpose flour #2 green onions, chopped #1 clove garlic, crushed #1 egg, beaten #2 teaspoons ground coriander seed #1 teaspoon ground ginger #1 ½ cups water # salt and pepper to taste #1 (8 ounce) package tempeh #2 cups vegetable oil for frying ",0.0465
