,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients,dietary fiber
10,Finnish Pannu Kakku,17210,"A family favorite, this recipe is handed down to each generation. This rich, airy treat is best when served hot with jam or jelly. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6035481.jpg,6,437.3,25,4.4,53.4,37.3,21.5,12.3,0.1728,0.16290000000000002,0.0017,0.0173,0.18869999999999998,0.6574,"½ cup butter #1 cup white sugar #1 cup all-purpose flour #1 teaspoon baking powder #1 teaspoon salt #4 eggs, beaten #2 cups milk ",0.6
11,Southwestern Green Chile with Pork Stew,17211,"A hearty, spicy stew with a distinctive New Mexico twist. Perfect for warming up on those cold winter days. Serve with warmed tortillas. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F141492.jpg,8,471,32,4.2,38.6,4.2,20.7,5.9,0.0714,0.067,0.0036,0.0634,1.1525,1.5175999999999998,"3 tablespoons olive oil #1 onion, chopped #2 pounds pork loin, cut into 1 inch cubes #½ cup all-purpose flour #3 (14.5 ounce) cans chicken broth #4 cups water #4 potatoes, peeled and cubed #8 green chile peppers, chopped #1 (15 ounce) can black beans, undrained #1 (15 ounce) can kidney beans, drained #3 cloves garlic, minced # salt and pepper to taste ",7.0
12,Easy Company Chicken,17212,"Chicken breasts baked with a creamy curry, mayonnaise and Parmesan cheese sauce. Easy, fast and tasty. This is great served with rice, as you can pour the sauce over the rice. It is my family's all time favorite recipe! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6717549.jpg,4,410.5,94,4.2,12.1,1.1,24.1,6.2,0.0947,0.14859999999999998,0.0027,0.0443,0.3975,1.3068,"4 skinless, boneless chicken breast halves #2 (10.75 ounce) cans condensed cream of chicken soup #¼ cup mayonnaise #1 teaspoon curry powder #½ cup grated Parmesan cheese ",0.2
13,Herman Bread,17213,A simple way to use your extra Herman Starter. Add one half cup of cheddar cheese for a totally different flavor. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F35296.jpg,15,116.7,28,4.3,19.3,0.1,3.0,0.4,0.0,0.0048,0.0012,0.0060999999999999995,0.0363,0.4663,1 (.25 ounce) package active dry yeast #1 cup lukewarm water # 1 cup Herman Sourdough Starter #3 tablespoons vegetable oil #3 cups all-purpose flour #1 tablespoon salt ,0.8
14,Herman Pancakes,17214,These pancake are made with the Herman Sweet Sourdough Starter. They're a wonderful tangy treat for breakfast. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F785149.jpg,12,117.2,81,4.6,10.7,2.6,7.2,1.2,0.0318,0.0405,0.0007,0.0045,0.037700000000000004,0.2322,1 cup all-purpose flour #¾ teaspoon baking soda #½ teaspoon salt #2 tablespoons white sugar #1 teaspoon baking powder # 1 cup Herman Sourdough Starter #⅓ cup vegetable oil #2 eggs #½ cup milk ,0.3
15,Best Bread Machine Bread,17215,This recipe is easy and foolproof. It makes a very soft and tasty loaf of bread with a flaky crust. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F69a7625301a1af359c04017490dbbefd%2F1650047351image.jpg,12,173.9,2871,4.6,27.1,2.2,5.2,0.7,0.0,0.0062,0.0016,0.009300000000000001,0.046200000000000005,0.19540000000000002,1 cup warm water (110 degrees F/45 degrees C) #2 tablespoons white sugar #1 (.25 ounce) package bread machine yeast #¼ cup vegetable oil #3 cups bread flour #1 teaspoon salt ,0.9
16,The Best Taco Dip,17216,"This is a flavorful and spicy layered appetizer dish that you can serve with tortilla chips. It reheats wonderfully, if there's any left over! And that's a big ""if."" ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7628393.jpg,6,415,30,4.6,21.6,2.1,28.3,14.1,0.085,0.1515,0.0039,0.0517,0.5651,0.8109,"1 pound ground beef #1 (16 ounce) can refried beans #½ cup hot taco sauce #1 tablespoon chili powder #1 teaspoon ground cumin #1 (16 ounce) container sour cream #¾ cup chopped onion #¾ cup chopped tomatoes #¾ cup black olives, chopped #¾ cup sliced jalapeno peppers ",6.0
17,Mexican Chocolate Cake,17217,This is a moist chocolate cake with a hint of cinnamon. This recipe will make a large one layer cake or a two layer quarter sheet cake. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F829244.jpg,36,125.1,89,4.4,17.0,11.3,6.0,1.0,0.0106,0.0089,0.0005,0.0054,0.0273,0.0697,"2 cups all-purpose flour #¼ cup unsweetened cocoa powder #2 cups white sugar #1 teaspoon baking soda #1 teaspoon ground cinnamon #½ cup margarine, softened #½ cup vegetable oil #1 cup water #½ cup sour milk #2 eggs #1 teaspoon vanilla extract ",0.4
18,Orange Curried Chicken,17218,An orange marmalade curry sauce gives this chicken its sparkling sheen. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F31757.jpg,4,588.9,84,4.1,54.0,48.0,21.0,6.0,0.144,0.063,0.0023,0.0619,0.549,0.7687,"1 cup orange marmalade #1 tablespoon curry powder #1 teaspoon salt #½ cup water #4 bone-in chicken breast halves, with skin ",1.1
19,Best Tuna Casserole,17219,This is a tuna casserole that even my picky family loves! The potato chips give the casserole a crunchy crust. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F5a620fd1d8e3d7851224162d7bc1a9e2%2F1652050357plant-based%20tuna%20casserole.jpg,6,595,2011,4.4,58.1,4.6,26.1,11.5,0.0992,0.3192,0.005,0.0757,0.6021,1.0611,"1 (12 ounce) package egg noodles #¼ cup chopped onion #2 cups shredded Cheddar cheese #1 cup frozen green peas #2 (5 ounce) cans tuna, drained #2 (10.75 ounce) cans condensed cream of mushroom soup #½ (4.5 ounce) can sliced mushrooms #1 cup crushed potato chips ",3.8
20,Picante Chicken Rice Burritos,17220,"Flour tortillas filled with a mildly spicy, cheesy, picante chicken and rice mixture, then topped with more cheese and baked. A great dinner inspired by Mexican flavors. This is my favorite chicken recipe! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F397010.jpg,12,575.3,119,4.4,52.2,3.1,23.2,10.1,0.1036,0.3272,0.0046,0.0466,0.4052,1.2110999999999998,"2 tablespoons butter #½ cup chopped green onion #1 clove garlic, minced #7 cups shredded, cooked chicken meat #1 tablespoon chili powder #2 ½ cups chicken broth, divided #1 (16 ounce) jar picante sauce, divided #1 cup uncooked long grain rice #½ cup sliced black olives #3 cups shredded Cheddar cheese, divided #12 (10 inch) flour tortillas ",3.4
21,Pumpkin Muffins I,17221,"These simple but tasty muffins will fill your house with a warm and wonderful aroma. They are full of goodies like raisins, nuts, pumpkin and spices. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3106905.jpg,12,166.2,22,2.9,27.4,13.9,5.4,0.9,0.016300000000000002,0.081,0.0012,0.0101,0.1254,0.3092,1 ½ cups self-rising flour #½ teaspoon salt #¼ teaspoon ground nutmeg #¼ teaspoon pumpkin pie spice #½ cup packed brown sugar #½ cup raisins #1 egg #¼ cup vegetable oil #½ cup canned pumpkin puree #½ cup milk ,1.0
22,Red Chicken with Vegetables,17222,"Chicken thighs prepared with onions and tomato paste, seasoned with turmeric and stirred together with carrots and potatoes. Serve hot over cooked white rice, if desired. Make sure that a nice amount of the chicken 'gravy' is served on the rice! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6410995.jpg,4,852.6,9,4.0,90.9,61.8,42.9,9.1,0.1184,0.0854,0.0053,0.0912,1.5477,0.5026,"2 tablespoons olive oil #2 onions, chopped #2 tablespoons ground turmeric #6 chicken thighs #1 (6 ounce) can tomato paste #2 cups water # salt and pepper to taste #4 carrots #1 cup white sugar #4 tablespoons vegetable oil, divided #2 potatoes, cubed ",7.8
23,Crispy French Toast,17223,"I first ate this French toast in a coffee shop in Galveston, Texas. After I'd tried it I couldn't wait to come up with my own version. It's great for a late brunch; especially when topped with syrup, fresh strawberries and whipped cream ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F421447.jpg,6,428.1,20,4.0,27.8,6.5,32.8,5.0,0.0653,0.106,0.004200000000000001,0.0145,0.1235,0.31189999999999996,8 cups vegetable oil for deep-frying #6 thick slices white bread #2 eggs #1 cup milk #1 tablespoon white sugar #1 teaspoon ground cinnamon #1 teaspoon vanilla extract #2 cups cornflakes cereal ,1.2
24,Buttermilk Scones,17224,This basic scone recipe can be adapted by adding chopped dried fruit or grated cheese. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F36800.jpg,8,255.6,114,4.0,38.6,2.0,8.5,5.1,0.0219,0.2565,0.0026,0.0156,0.11090000000000001,0.534,"3 cups all-purpose flour #2 tablespoons baking powder #¼ teaspoon salt #⅓ cup butter, melted #1 ¼ cups buttermilk ",1.3
25,Roti Bread from India,17225,"A an unleavened griddle bread from India which is similar to pita bread. It is also known as roti. Ideally, I use the traditional Indian roti griddle called a 'tava.' ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6324174.jpg,12,118.6,50,4.2,22.8,0.0,1.9,0.3,0.0,0.0109,0.0011,0.0461,0.1379,0.0975,2 cups durum wheat flour #½ teaspoon salt #¾ cup water #1 tablespoon vegetable oil ,4.0
26,Strawberry Pie III,17226,"This one is made with zwieback crumbs, cream cheese, and strawberry gelatin. I got this recipe from my sister-in-law last year while visiting her in Washington, and it's been a family favorite ever since. ",0,18,266.3,2,4.4,30.5,24.5,15.7,10.5,0.0351,0.0182,0.0004,0.0047,0.0714,0.1492,"2 cups crushed zwieback toast #3 tablespoons white sugar #¾ cup butter, melted #1 (8 ounce) package cream cheese, softened #1 cup confectioners' sugar #1 (8 ounce) container frozen whipped topping, thawed #2 cups miniature marshmallows #2 cups water #2 (3 ounce) packages strawberry flavored Jell-O® #2 cups strawberries, partially frozen ",0.6
27,Slow Cooker Chicken Stroganoff,17227,"Cubed chicken breast cooked in the slow cooker with a simple, creamy sauce mixture. This is so good, and so easy to make on a busy day. Serve over hot cooked rice, if desired. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9397911.jpg,4,456.4,3221,4.6,9.5,3.1,31.0,14.9,0.1361,0.0705,0.0023,0.039700000000000006,0.4078,1.6028,"4 skinless, boneless chicken breast halves - cubed #⅛ cup margarine #1 (.7 ounce) package dry Italian-style salad dressing mix #1 (8 ounce) package cream cheese #1 (10.75 ounce) can condensed cream of chicken soup ",0.0
28,Sour Cream Marinated Chicken II,17228,"Bone-in chicken breasts marinated in a seasoned sour cream mixture, then breaded and baked. This recipe is surprisingly easy and tasty for people of all ages. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3700492.jpg,12,324.6,24,4.3,14.2,1.3,15.5,8.8,0.0989,0.0948,0.0019,0.0464,0.42019999999999996,0.607,"2 cups sour cream #3 tablespoons fresh lemon juice #1 tablespoon Worcestershire sauce #2 teaspoons celery salt #2 teaspoons paprika #½ teaspoon salt #½ teaspoon ground black pepper #4 cloves garlic, minced #12 bone-in chicken breast halves, skinless #1 ¾ cups dry bread crumbs #⅓ cup butter ",0.9
29,Peanut Butter Cup Bars,17229,A quick fix for peanut butter cup lovers! Anyone can make this bar and be a success. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F810368.jpg,48,119.5,37,4.7,12.7,10.1,7.7,3.5,0.0068,0.0060999999999999995,0.0004,0.0173,0.06520000000000001,0.0613,"10 graham crackers #⅔ cup butter, melted #2 cups confectioners' sugar #1 cup crunchy peanut butter #2 cups semisweet chocolate chips ",0.8
30,Mock Pecan Pie I,17230,"This recipe is from the Ruthven, Iowa United Methodist Cookbook, contributed by the late Irene Samek (dietician, minister's wife). As president of the United Methodist Women, I believe I can give permission to print this. We re-issued the cookbook last year and would appreciate the mention! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7301979.jpg,8,290.5,8,4.2,44.7,32.8,11.1,4.7,0.07740000000000001,0.0329,0.0011,0.0188,0.112,0.1517,"1 prepared 8 inch pie crust #3 eggs, beaten #⅔ cup packed brown sugar #½ cup white sugar #1 teaspoon vanilla extract #2 tablespoons butter, melted #⅔ cup rolled oats #⅔ cup shredded coconut ",1.4
31,Easy Chicken and Rice,17231,"This is very easy to make, with ingredients that you might usually have on hand. It gets its flavor from dry soup mix. Try it with some fresh, steamed vegetables. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3486391.jpg,4,864.2,13,4.7,16.3,0.7,57.9,16.3,0.2555,0.0446,0.0043,0.0736,0.7008,0.2716,"2 tablespoons shortening #1 (3 pound) whole chicken, cut into pieces #¾ cup instant rice, uncooked #1 chopped green bell pepper (Optional)#2 cups water #⅛ cup chicken rice soup mix ",0.9
32,Herbed Batter Rolls,17232,"These are the easiest rolls I have made in a long time. They take little time, and smell like heaven itself! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F696948.jpg,8,179.6,36,4.1,30.7,3.3,3.9,2.1,0.030899999999999997,0.0134,0.002,0.0109,0.0809,0.32230000000000003,"1 tablespoon active dry yeast #1 cup warm water #½ teaspoon sage #½ teaspoon dried tarragon #⅛ teaspoon ground nutmeg #2 tablespoons white sugar #1 teaspoon salt #1 egg #2 tablespoons butter, cut into small pieces #2 ¼ cups all-purpose flour, divided ",1.3
33,Spicy Oatmeal Cookies,17233,"Very soft, moist oatmeal cookies with bananas. Very yummy! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F336188.jpg,36,99,63,4.4,13.0,6.0,4.7,1.8,0.0076,0.0043,0.0004,0.0077,0.0338,0.0844,"1 ½ cups all-purpose flour #1 cup white sugar #½ teaspoon baking soda #1 teaspoon salt #¼ teaspoon ground nutmeg #¾ teaspoon ground cinnamon #¾ cup shortening #1 egg, beaten #1 banana #1 ¾ cups rolled oats ",0.7
34,Pig Picking Cake II,17234,"Mandarin oranges in the cake and pineapple, pecans and coconut in the filling. From living down south and all the get-togethers for Pig Picking, this cake is a sure winner with people from the Southerners as well as the Northerners. This cake brings us all together. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F135112.jpg,12,458.1,39,4.7,55.4,35.2,24.3,6.7,0.0629,0.085,0.0014,0.026199999999999998,0.1822,0.5144,"1 (18.25 ounce) package yellow cake mix #½ cup margarine #4 eggs #1 (11 ounce) can mandarin oranges, with juice #1 (8 ounce) container frozen whipped topping, thawed #1 (15 ounce) can crushed pineapple with juice #1 (3.4 ounce) package instant vanilla pudding mix #1 cup chopped pecans #¼ cup flaked coconut ",2.0
35,Versatile Bread,17235,"This is a wonderfully flavored and versatile bread. You can use it to make focaccia loaves, cinnamon rolls, hamburger buns, or dinner rolls. This recipe makes bread baking a snap! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4013221.jpg,12,124.8,20,4.7,22.2,2.2,2.6,0.3,0.0,0.0045,0.0013,0.0063,0.039700000000000006,0.38839999999999997,1 (.25 ounce) package active dry yeast #1 cup warm water (110 degrees F/45 degrees C) #2 tablespoons white sugar #2 teaspoons salt #2 tablespoons vegetable oil #2 ½ cups all-purpose flour ,0.8
36,Potica,17236,"This is a wonderful bread from Slovenia with a sweet, nutty filling. Due to the spelling and pronunciation (paw-tee'-tzah) it's very hard to find the recipe. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1129450.jpg,30,306.2,34,4.3,35.2,16.7,17.5,8.7,0.0745,0.0391,0.0015,0.0189,0.1474,0.1736,"1 ½ teaspoons active dry yeast #¼ cup white sugar #¼ cup milk, lukewarm #1 cup butter, softened #6 egg yolks #1 ⅓ cups milk #5 cups all-purpose flour #1 teaspoon salt #1 cup butter, melted #1 cup honey #1 ½ cups raisins #1 ½ cups chopped walnuts #1 tablespoon ground cinnamon ",1.4
37,Continental Chicken,17237,"Chicken pieces with a light flour coating, simmered with mushroom and tomato juices and cooked with onion, garlic, soy sauce and olives. A bit of Europe, a tad of Asia and a dollop of the Middle East. That's Continental Chicken! Serve over a bed of hot cooked rice, if desired. ",0,5,708.8,12,4.7,13.0,4.0,47.4,12.6,0.2043,0.07890000000000001,0.0056,0.0696,0.7372000000000001,1.4637,"1 (3 pound) whole chicken, cut into pieces #¼ cup all-purpose flour #2 tablespoons vegetable oil #1 (4.5 ounce) can sliced mushrooms, drained #1 (16 ounce) can Italian-style diced tomatoes, drained #⅓ cup soy sauce #1 clove garlic, crushed #1 onion, sliced #¼ cup pitted black olives ",2.3
38,Cocoa Rum Balls,17238,"This delicious smooth confection is an impressive dessert for the holidays. These are wonderful for parties, and perfect for holiday gifts to your loved ones. A half cup of orange juice plus one teaspoon of freshly grated orange peel can be substituted for the rum in this recipe. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1056915.jpg,24,158.1,190,4.7,18.7,5.4,7.8,1.5,0.0,0.0146,0.0007,0.027,0.0804,0.045700000000000005,"1 (12 ounce) package vanilla wafers, crushed #1 ½ cups chopped nuts #¾ cup confectioners' sugar #¼ cup cocoa #½ cup light rum #3 tablespoons light corn syrup #⅛ cup confectioners' sugar ",1.5
39,Chiles en Nogada (Stuffed Poblano Chile Peppers),17239,"A savory/sweet stuffing of chicken, raisins, walnuts, sugar and spices fills these chile peppers with flavor. Topped with a creamy goat cheese sauce and garnished with fresh chopped cilantro, this dish is a treat for both eyes and palette. Muy sabroso (very flavorful)! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F273716.jpg,12,942.3,16,3.6,30.3,18.7,81.0,31.4,0.1529,0.1812,0.0038,0.084,0.683,0.3752,"1 (4 pound) whole chicken, cut into pieces #1 onion, halved #2 carrots, peeled #1 stalk celery #1 clove garlic, peeled #12 fresh poblano chile peppers - cleaned, roasted and peeled #1 white onion, chopped #3 cloves garlic, chopped #4 ounces raisins #4 ounces brown sugar #4 ounces walnuts #¼ teaspoon ground black pepper #4 bay leaves #1 tablespoon distilled white vinegar #½ cup chopped fresh cilantro #3 tablespoons tomato paste #4 (8 ounce) packages cream cheese #8 ounces soft goat cheese #1 cup sour cream #8 ounces walnuts #½ teaspoon ground nutmeg #¾ teaspoon white sugar #½ bunch cilantro, finely chopped ",4.8
40,Kreplach,17240,"Kreplach are often made for the Purim feast. They are dumplings filled with meat, onions, and spices. They can be served in chicken soup (similar to won ton soup) or fried and served as a side dish. This recipe is for ground beef kreplach but you could also use chicken or other vegetables to make a vegetarian version. If you prefer, you may leave the cinnamon and walnuts out of this recipe. ",0,8,526.6,4,2.2,29.4,2.6,33.2,10.9,0.1316,0.0362,0.0039,0.0373,0.43560000000000004,0.244,"4 tablespoons vegetable oil #2 pounds lean ground beef #4 onions, chopped # salt and pepper to taste #1 pinch ground cinnamon (Optional)#⅛ cup crushed walnuts #2 cups all-purpose flour #½ teaspoon salt #2 eggs #1 ½ cups warm water ",2.0
