,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,calcium,iron,magnesium,potassium,sodium,ingredients,saturated fat,cholesterol
10,Best No-Bake Cheesecake,17410,"This is an amazing recipe that I just threw together one day. Everyone loves it so much, it doesn't last long. This is good with any kind of canned or fresh fruit. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8977117.jpg,12,459,360,4.2,35.8,0.6,14.9,33.9,0.0713,0.001,0.0124,0.1517,0.2361,"1 ½ cups graham cracker crumbs #⅓ cup packed brown sugar #½ teaspoon ground cinnamon #⅓ cup butter, melted #2 (8 ounce) packages cream cheese #2 teaspoons lemon juice #1 pint heavy whipping cream #⅓ cup white sugar #1 (21 ounce) can cherry pie filling ",20.7,0.109
11,Blueberries n' Cheese Squares,17411,A delicious and creamy no-bake blueberry dessert. It's easy to make and has a beautiful presentation. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1113363.jpg,15,296.1,51,4.4,30.6,1.3,22.1,18.4,0.0422,0.0009,0.0099,0.0983,0.168,"2 cups graham cracker crumbs #½ cup butter, melted #1 (8 ounce) package cream cheese #¼ cup milk #2 tablespoons confectioners' sugar #1 (21 ounce) can blueberry pie filling #1 cup heavy whipping cream #3 tablespoons white sugar #1 teaspoon vanilla extract ",11.0,0.054799999999999995
12,Cheesecake Dessert,17412,an easy but elegant dessert recipe that can be changed by using different flavor cake mixes according to your preference. Serve cake with raspberry puree and whipped topping. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4854666.jpg,24,356.2,19,4.1,42.1,1.0,32.7,17.7,0.0683,0.0011,0.0066,0.0955,0.2635,"1 (18.25 ounce) package vanilla flavored cake mix #4 (8 ounce) packages cream cheese #4 eggs #4 teaspoons vanilla extract #1 ⅓ cups white sugar #2 (10 ounce) packages frozen raspberries, thawed #½ cup white sugar #½ cup kirschwasser #1 (8 ounce) container frozen whipped topping, thawed ",11.2,0.0721
13,Chocolate Cheesecake IV,17413,"Creamy and chocolaty. You don't need the big spring-form pan, just a ready-made crumb crust. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F49334.jpg,12,468.7,36,4.4,48.0,1.9,39.9,29.4,0.1397,0.0019,0.0471,0.2949,0.2667,1 (9 inch) graham cracker crust #2 (8 ounce) packages cream cheese #2 cups semisweet chocolate chips #1 (14 ounce) can sweetened condensed milk #2 eggs #1 teaspoon vanilla extract ,16.1,0.0832
14,Chocolate Cheesecake III,17414,"This is a delicious recipe I made up while in college. My hubby LOVES it!! You may garnish with shaved chocolate, ganache or any other delectable chocolate. Pretty! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F425513.jpg,14,481.8,15,4.5,37.8,1.4,30.4,35.4,0.0591,0.0019,0.0091,0.0978,0.2174,"10 graham crackers #⅓ cup white sugar #5 tablespoons butter, melted #2 (8 ounce) packages cream cheese #1 cup white sugar #4 eggs #1 pint heavy whipping cream #8 (1 ounce) squares semisweet chocolate, chopped ",20.9,0.1458
15,Laurie's Amaretto Mousse Cheesecake,17415,A simple yet stylish no-bake cheesecake. Garnish with cherries and chocolate sauce for breathtaking results. This cake is mmmm... good ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2411660.jpg,12,499.6,10,4.4,38.0,0.4,29.5,35.0,0.0912,0.0012,0.0119,0.137,0.3246,"2 cups graham cracker crumbs #½ cup butter, melted #1 (.25 ounce) package unflavored gelatin #½ cup cold water #3 (8 ounce) packages cream cheese, softened #1 ¼ cups white sugar #1 (5 ounce) can evaporated milk #1 teaspoon vanilla extract #1 teaspoon lemon juice #⅓ cup amaretto liqueur #¾ cup heavy cream ",21.3,0.1057
16,Moist Cheesecake,17416,This was a family and friends hit. A moist creamy cheesecake. My mother's recipe. This is an easy lemony no bake cheesecake ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1023294.jpg,24,211.8,14,4.4,30.1,0.4,18.8,9.2,0.054799999999999995,0.0005,0.0089,0.1006,0.1672,"2 ½ cups graham cracker crumbs #½ cup butter, melted #1 (6 ounce) package lemon flavored Jell-O® #1 cup boiling water #1 (8 ounce) package cream cheese #1 cup white sugar #1 teaspoon vanilla extract #3 tablespoons lemon juice #1 (12 fluid ounce) can evaporated milk #1 (21 ounce) can cherry pie filling ",5.3,0.025
17,Mincemeat I,17417,"Not exactly meatless, but shredded suet is optional. ",0,16,367.5,1,3.0,58.4,3.8,43.2,15.1,0.0574,0.0013,0.0294,0.423,0.0105,"1 pound Golden Delicious apples - peeled, cored and chopped #½ pound golden raisins #½ pound dried currants #½ pound raisins #½ pound shredded beef suet #½ teaspoon ground allspice #½ teaspoon ground cinnamon #½ pound brown sugar #4 ounces candied mixed citrus peel #½ cup sliced almonds #2 lemon, juiced and zested #¼ cup brandy #2 teaspoons ground ginger #¼ teaspoon ground nutmeg ",7.6,0.0096
18,Shrimp Fried Rice I,17418,"This is an excellent tasting shrimp dish with Chinese flair. Serve as a side dish or main course, with soy sauce or teriyaki sauce. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3246075.jpg,12,275.8,42,4.0,43.2,2.1,2.6,5.1,0.044899999999999995,0.0037,0.0404,0.2808,0.15030000000000002,"6 cups water #3 cups uncooked white rice #2 eggs, beaten #3 tablespoons sesame oil #1 onion, diced #2 celery, diced #1 pound cooked salad shrimp #3 carrots, diced #1 red bell pepper, diced #¾ cup snow peas, trimmed and halved #1 green bell pepper, chopped #1 teaspoon soy sauce ",1.0,0.10479999999999999
19,Craving Cookies,17419,"When one gets a craving for chocolate, it's usually the magnesium one is craving. Magnesium is found in chocolate, nuts, and bananas, and these cookies are chock-full of all three! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1121754.jpg,30,78.5,56,3.9,12.7,0.6,7.3,2.7,0.0324,0.0005,0.0108,0.056100000000000004,0.0695,½ cup mashed banana #½ cup peanut butter #½ cup brown sugar #½ cup white sugar #1 ½ teaspoons vanilla extract #1 ⅓ cups all-purpose flour #1 tablespoon baking powder #¼ cup semisweet chocolate chips ,0.7,0.0
20,Best Ever New Zealand Pavlova,17420,This recipe is a family favorite which is often made at dinner parties and is a Christmas table regular. Its crunchy meringue outside and marshmallow center make the perfect combination. Top with fresh fruit and whipped cream. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F973118.jpg,12,87.7,25,4.3,21.5,0.0,20.9,0.0,0.0009,0.0,0.001,0.0143,0.038200000000000005,3 egg whites #1 ¼ cups white sugar #2 tablespoons water #3 teaspoons cornstarch #½ teaspoon vanilla extract #1 teaspoon distilled white vinegar #⅛ teaspoon salt ,0.0,0.0
21,Sweet and Sour Smoked Sausage,17421,"My brother created this recipe when he first got married. It's one of my favorites. I love to serve it with corn, mashed potatoes and croissant rolls. You can find sweet and sour sauce in the Asian food section of your local grocery store. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3347248.jpg,5,599.7,93,4.5,9.1,1.3,5.3,48.1,0.0526,0.0019,0.034,0.5883999999999999,2.1069,"1 ½ pounds smoked sausage, sliced #1 green bell pepper, sliced into long strips #1 red bell pepper, sliced into long strips #1 onion, thinly sliced #2 tablespoons butter # salt and pepper to taste #2 tablespoons sweet and sour sauce #1 pinch ground cayenne pepper #1 dash hot pepper sauce, or to taste ",18.4,0.10479999999999999
22,Irish Cream Bundt Cake,17422,Great tasting glazed Bundt cake with Irish cream baked in. Excellent for any time or any occasion. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9157155.jpg,12,590.2,963,4.7,68.4,1.4,50.3,30.1,0.0767,0.0012,0.0176,0.0985,0.4766,1 cup chopped pecans #1 (18.25 ounce) package yellow cake mix #1 (3.4 ounce) package instant vanilla pudding mix #4 eggs #¼ cup water #½ cup vegetable oil #¾ cup Irish cream liqueur #½ cup butter #¼ cup water #1 cup white sugar #¼ cup Irish cream liqueur ,7.9,0.0832
23,Chop Suey Cake,17423,An easy cake to make from scratch. Pineapple cinnamon and nuts team up for a winning combination. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4481494.jpg,24,174.8,18,4.0,34.2,0.9,25.1,3.7,0.0154,0.0008,0.014,0.0699,0.1118,2 cups all-purpose flour #2 teaspoons baking soda #2 cups white sugar #2 teaspoons ground cinnamon #2 eggs #1 (20 ounce) can crushed pineapple with juice #1 cup chopped walnuts #1 cup confectioners' sugar #2 tablespoons milk ,0.5,0.0156
24,Sausage Brunch Quiche,17424,Real men will definitely eat quiche when you make it the ORTEGA way with salsa and chorizo. Chorizo is a heavily seasoned pork sausage that is very popular in Mexican cooking. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F982487.jpg,6,374.2,7,4.7,9.5,0.7,0.5,28.3,0.2261,0.0022,0.0233,0.2549,0.6234,1 teaspoon vegetable oil #1 (10 inch) flour tortilla #5 ounces pork chorizo - casings removed and crumbled #½ cup ORTEGA® Thick & Chunky Salsa #5 large eggs eggs #½ cup heavy cream #1 cup SARGENTO® Fancy Shredded Monterey Jack Cheese #1 tablespoon chopped fresh cilantro # ORTEGA® Thick & Chunky Salsa ,13.7,0.22340000000000002
25,Chunky Pecan Pie Bars,17425,"From the kitchen of Nestle, a bar cookie with a rich buttery crust and delicious chocolate and pecan topping. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F979290.jpg,24,254.4,33,4.5,31.9,1.7,19.0,14.5,0.0183,0.0011,0.0268,0.0993,0.0515,"1 ½ cups all-purpose flour #½ cup butter, softened #¼ cup packed brown sugar #3 large eggs large eggs #¾ cup corn syrup #¾ cup granulated sugar #2 tablespoons butter, melted #1 teaspoon vanilla extract #1 (11.5 ounce) package NESTLE® TOLL HOUSE® Semi-Sweet Chocolate Chunks #1 ½ cups coarsely chopped pecans ",6.1,0.036
26,Firecracker Burgers,17426,"This is a great, easy burger recipe. The ground beef is combined with green chile peppers and beef bouillon. This makes them very moist and flavorful. Serve on hamburger buns with your favorite fixings. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1031717.jpg,4,339.5,66,4.2,1.8,0.4,1.1,24.9,0.2225,0.0023,0.027600000000000003,0.30689999999999995,0.6557999999999999,"1 pound ground beef #1 (4 ounce) can diced green chilies, drained #1 teaspoon beef bouillon granules #4 slices Monterey Jack cheese ",11.8,0.0958
27,Irish Potato Cake,17427,Old potato cake recipe of my grandmother's. Good served with fruit. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F807702.jpg,12,465.5,25,4.6,69.5,2.7,42.9,19.6,0.1076,0.0019,0.0356,0.3125,0.1072,⅔ cup shortening #2 cups white sugar #2 eggs #¾ cup milk #2 cups all-purpose flour #2 teaspoons baking powder #⅛ teaspoon salt #2 teaspoons ground cinnamon #2 teaspoons ground cloves #2 teaspoons ground nutmeg #2 cups mashed cooked potatoes #1 cup chopped walnuts #1 cup raisins ,5.9,0.0389
28,Linnie's Spanish Rice,17428,The best and easiest Spanish rice! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1010238.jpg,4,200.1,123,4.4,44.2,2.4,3.5,0.5,0.0445,0.0025,0.0285,0.3886,0.6744,1 cup uncooked white rice #1 teaspoon minced garlic #2 cups water #1 (16 ounce) jar salsa ,0.1,0.0
29,Simple Waldorf Salad,17429,This is my version of Waldorf Salad; it's very fast and easy. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1001229.jpg,2,736,38,3.9,44.9,5.4,30.5,63.1,0.0676,0.0018,0.0653,0.5641,0.3433,"½ cup mayonnaise #2 ½ tablespoons distilled white vinegar #1 apple - peeled, cored, and chopped #1 large stalk celery, diced #½ cup raisins #½ cup chopped walnuts # salt and pepper to taste ",8.4,0.0209
30,Almond Macaroons II,17430,Almond cookies flavored with lemon. This is one of two recipes I have. My sister and I play around with them to try to get the best cookies possible. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8222877.jpg,24,95.7,8,3.1,10.5,1.3,8.9,5.4,0.0269,0.0005,0.0297,0.0845,0.007,3 egg whites #1 ½ teaspoons lemon zest #1 cup white sugar #1 ½ cups ground almonds #2 drops red food coloring ,0.4,0.0
31,Chile Relleno Casserole,17431,"Love Chiles Rellenos but are short on time? This casserole has all of the taste with very little of the work! It is delicious with a salad as a hearty dinner, or as brunch, with plenty of juice and fresh tortillas. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F976027.jpg,8,159.4,13,4.1,5.2,0.5,2.4,10.6,0.2567,0.0008,0.0147,0.1641,0.196,"1 ½ cups SARGENTO® Fancy Shredded Monterey Jack Cheese, divided #1 (4 ounce) can ORTEGA® Diced Green Chiles #2 tablespoons all-purpose flour #1 ½ cups milk #3 large eggs eggs, lightly beaten # ORTEGA® Thick & Chunky Salsa # Toppings: sour cream, sliced ripe olives, chopped green onions ",6.1,0.0964
32,Easter Grain Pie,17432,This fruity ricotta and wheat pie is dense and moist and very good. A real Italian treat for Easter. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6811317.jpg,16,454.2,19,5.0,51.7,2.4,13.9,23.3,0.1057,0.002,0.0176,0.123,0.44139999999999996,5 cups water #½ cup whole wheat berries #6 eggs #1 cup white sugar #1 (8 ounce) package mixed candied fruit #1 ½ pounds ricotta cheese #1 teaspoon vanilla extract #½ teaspoon ground cinnamon #1 teaspoon grated lemon zest #2 teaspoons grated orange zest #1 tablespoon shortening #1 teaspoon salt #2 pastries for 9-inch lattice-top pies #2 tablespoons confectioners' sugar for dusting ,8.2,0.09190000000000001
33,Banana Flips,17433,Two moist layers banana cake with a light and fluffy banana cream in between. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2276241.jpg,24,292.2,35,4.5,35.3,0.3,26.1,16.0,0.0625,0.0006,0.0062,0.06709999999999999,0.2647,1 (18.25 ounce) package yellow cake mix #1 (3.5 ounce) package instant banana pudding mix #4 eggs #1 ½ cups milk #1 ½ cups white sugar #¼ cup all-purpose flour #¾ cup butter #¾ cup shortening #¾ cup milk #1 ½ teaspoons banana extract ,6.2,0.0485
34,Pina Colada Rum Cake,17434,"Delicious, moist chilled dessert with rum, coconut and whipped frosting. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2116366.jpg,12,426.6,55,4.7,58.8,1.8,43.2,17.7,0.0963,0.0012,0.0156,0.1365,0.5002,"1 (18.25 ounce) package white cake mix #1 (3.5 ounce) package instant coconut cream pudding mix #4 eggs #½ cup water #⅓ cup dark rum #¼ cup vegetable oil #1 cup flaked coconut #1 (8 ounce) can crushed pineapple with juice #1 (3.5 ounce) package instant coconut cream pudding mix #1 (8 ounce) container frozen whipped topping, thawed #1 tablespoon dark rum ",7.9,0.062
35,Homemade Horseradish,17435,"It doesn't take much to make fresh horseradish. Be careful, because this is hot! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8282991.jpg,10,11.8,91,4.8,2.5,0.0,0.8,0.0,0.0144,0.0002,0.0045,0.07590000000000001,0.0594,1 cup peeled and cubed horseradish root #¾ cup white vinegar #2 teaspoons white sugar #¼ teaspoon salt ,0.0,0.0
36,Rich Chocolate Cake I,17436,"A really rich chocolate cake, made from scratch. Try it, it's delicious! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4571323.jpg,9,187.1,20,2.0,24.7,2.0,11.6,9.5,0.0192,0.0014,0.028300000000000002,0.1055,0.011800000000000001,½ cup white sugar #½ cup unsweetened cocoa powder #1 cup all-purpose flour #1 egg #¼ cup milk #⅓ cup vegetable oil ,1.7,0.0212
37,Tater Tot Casserole II,17437,"This is a recipe everyone in the family will love. Vegetarian or not, the combination of tater tots, cheese, and mushroom soup will drive your taste buds crazy! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4473931.jpg,6,718,311,4.6,56.2,3.6,1.9,53.3,0.2297,0.0007,0.0156,0.5502999999999999,1.3297999999999999,1 (32 ounce) package frozen potato rounds #1 (16 ounce) container sour cream #1 cup shredded Cheddar cheese #1 (10.75 ounce) can condensed cream of mushroom soup #1 (6 ounce) can French-fried onions ,21.2,0.0531
38,Heaven and Hell Cake,17438,"This cake is 'heaven' in your mouth and 'hell' to get a piece of! It's a white cake with caramel frosting, honey and cashews. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F713529.jpg,12,606.7,9,3.5,79.4,0.8,55.3,30.4,0.0375,0.0015,0.0198,0.1071,0.4639,"2 ½ cups all-purpose flour #2 teaspoons baking soda #1 ¾ cups white sugar #1 ¼ cups butter, softened #3 egg whites #1 cup plain yogurt #2 ½ teaspoons vanilla extract #1 (16 ounce) container caramel flavored frosting #⅓ cup honey #⅓ cup cashews ",15.1,0.0535
39,Coconut Sour Cream Cake,17439,"A simple white cake with a sour cream coconut frosting. A light, refreshing dessert. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F206921.jpg,14,473.4,78,4.7,67.7,1.4,56.2,21.9,0.1115,0.0007,0.013699999999999999,0.13440000000000002,0.2979,"1 (18.25 ounce) package white cake mix #1 teaspoon almond extract #2 cups sour cream #1 ¾ cups white sugar #1 (16 ounce) container frozen whipped topping, thawed #2 cups flaked coconut ",14.6,0.0145
40,Deep-Dish Cheesecake Coffee Cake,17440,A special coffee cake with a cream cheese and jam filling. Makes a beautiful breakfast food. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F734420.jpg,12,283.8,8,3.7,39.8,0.1,17.5,11.8,0.0389,0.0015,0.0036,0.09290000000000001,0.6777000000000001,"3 cups buttermilk baking mix #¼ cup white sugar #¼ cup butter, melted #½ cup milk #½ cup white sugar #½ teaspoon vanilla extract #2 eggs #1 (8 ounce) package cream cheese, softened #¼ cup strawberry, apricot or raspberry preserves ",6.9,0.0625
41,Banana Colada Cocktail,17441,"This drink is a real treat on hot days! Its blend of fresh bananas, pineapple juice, coconut and rum is fantastic! The bananas in this recipe need to be frozen before use. You may want to vary the amount of rum according to your taste. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F970056.jpg,4,399,9,3.9,60.2,0.3,56.7,16.1,0.012,0.0003,0.0242,0.1804,0.0366,"4 bananas -- peeled, sliced, and frozen #1 cup pineapple juice #1 (14 ounce) can cream of coconut #1 fluid ounce rum ",15.2,0.0
42,Grenadian Spice Cake,17442,This recipe hails from Grenada-and would be a grand finishing touch to your favorite Caribbean or spicy meal. Dust with confectioners' sugar and serve with fresh fruits of the season. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F50871.jpg,12,334.1,49,4.6,41.8,0.7,25.7,17.2,0.0422,0.0012,0.008199999999999999,0.060700000000000004,0.0635,"2 cups sifted all-purpose flour #½ teaspoon baking powder #⅛ teaspoon salt #1 ½ cups white sugar #1 cup unsalted butter - chilled, cut into tablespoon-size pieces #1 ½ teaspoons grated lime zest #1 teaspoon ground nutmeg #½ teaspoon ground cinnamon #¼ teaspoon ground allspice #3 eggs #½ cup milk ",10.4,0.0882
