,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,calcium,iron,magnesium,potassium,sodium,ingredients,saturated fat,cholesterol
10,Gazpacho I,13110,This tomato soup is eaten cold. Serve it with crusty peasant bread for a light summer meal. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1023479.jpg,5,195.5,34,4.4,15.6,3.9,8.6,13.7,0.0655,0.0016,0.0444,0.7265,0.0839,"1 ¾ pounds ripe tomatoes #1 large cucumber, chopped #1 green bell pepper, chopped #2 cloves crushed garlic #1 tablespoon finely chopped black olives #⅓ cup white wine vinegar #¼ cup olive oil #1 tablespoon tomato paste #2 ½ cups water #1 small onion, chopped #1 green bell peppers, diced #2 green onions, thinly sliced #1 large cucumber, chopped #2 hard-cooked eggs, chopped ",2.3,0.0848
11,Scotch Broth II,13111,This soup takes time to prepare for a special occasion. It needs overnight refrigeration but it is well worth the effort. Garnish with fresh parsley. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7262505.jpg,8,365.7,19,4.2,24.4,5.7,7.6,17.6,0.07629999999999999,0.0034,0.06659999999999999,0.6939,0.1713,"2 ¼ pounds leg of lamb #8 cups water #3 onions, chopped #3 turnips, chopped #2 carrots, chopped #1 tablespoon whole black peppercorns #½ cup barley #1 carrot, diced #2 onions, minced #1 leek, chopped #1 stalk celery, diced #2 turnips, diced ",7.6,0.09190000000000001
12,Cream of Fresh Asparagus Soup I,13112,What a great way to use that spring-fresh asparagus! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F406317.jpg,6,254.9,85,4.6,22.3,3.3,11.5,15.0,0.2363,0.0032,0.0431,0.5619,0.8756,1 ½ pounds fresh asparagus #1 ½ cups chopped onion #6 tablespoons butter #1 pinch salt #6 tablespoons all-purpose flour #2 cups water #4 cups hot milk #1 teaspoon dried dill weed #1 teaspoon salt #½ teaspoon ground white pepper #2 tablespoons tamari ,9.4,0.0435
13,Rich and Creamy Tomato Basil Soup,13113,"The secret to the richness of this soup is to use real butter, fresh basil leaves, and heavy cream. Please do not substitute, or you will not have the same high quality end result. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9310054.jpg,4,472.6,1083,4.6,16.8,2.5,12.0,45.4,0.0852,0.0015,0.0461,0.9046000000000001,0.2166,"4 tomatoes - peeled, seeded and diced #4 cups tomato juice #14 leaves fresh basil #1 cup heavy whipping cream #½ cup butter # salt and pepper to taste ",28.3,0.1425
14,Cream of Fresh Asparagus Soup II,13114,There's nothing like fresh asparagus when it's in season - take advantage! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Fbd9750367c4fdd1f38f21ac0aecae04b%2F165110311907BBBCA8-4EDD-4BFD-9F04-F1D1A297F8A1.jpeg,4,195.6,712,4.7,14.1,2.8,6.3,13.4,0.1404,0.0028,0.0293,0.4022,1.1008,"1 pound fresh asparagus, trimmed and cut into 1 inch pieces #½ cup chopped onion #1 (14.5 ounce) can chicken broth #2 tablespoons butter #2 tablespoons all-purpose flour #1 teaspoon salt #1 pinch ground black pepper #1 cup milk #½ cup sour cream #1 teaspoon fresh lemon juice ",8.2,0.0351
15,Pepper Pot Soup I,13115,This could be made with beef bouillon. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7779702.jpg,7,228,6,3.2,34.9,3.3,14.2,5.1,0.2779,0.0013,0.047799999999999995,0.7527,2.0099,"4 cups water #4 tablespoons chicken bouillon powder #2 potatoes, shredded #2 carrots, shredded #2 stalks celery, chopped #2 onions, chopped #1 green bell pepper, chopped #½ cup all-purpose flour #2 teaspoons salt #½ teaspoon ground black pepper #1 cup water #6 cups milk ",2.9,0.0188
16,Cabbage Fat-Burning Soup,13116,"This tomato and cabbage soup was rumored, in days of old, to melt away those thighs. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9337599.jpg,15,90.4,1601,4.6,20.7,5.5,12.1,0.5,0.1001,0.002,0.0409,0.769,0.48310000000000003,"5 carrots, chopped #3 onions, chopped #2 (16 ounce) cans whole peeled tomatoes, with liquid #1 large head cabbage, chopped #1 (1 ounce) envelope dry onion soup mix #1 (15 ounce) can cut green beans, drained #2 quarts tomato juice #2 green bell peppers, diced #10 stalks celery, chopped #1 (14 ounce) can beef broth ",0.1,0.0
17,Tomato Florentine Soup I,13117,"Lovely to look at, even lovelier to taste! Freezes well. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2506236.jpg,6,106.3,37,4.6,21.5,3.2,10.3,1.5,0.1083,0.0029,0.0585,0.5036,0.7349,2 (14.5 ounce) cans chicken broth #1 (14.5 ounce) can chopped stewed tomatoes #1 (12 fluid ounce) can tomato-vegetable juice cocktail #1 (10.75 ounce) can condensed tomato soup #1 tablespoon white sugar #1 (10 ounce) package frozen chopped spinach #1 pinch ground nutmeg # salt to taste # ground black pepper to taste #½ cup cooked macaroni ,0.3,0.0
18,Silky and Creamy Wild Rice Soup,13118,"The name says it all! For an even richer flavor, you can reduce the amount of whole milk and replace part of it with heavy cream. Garnish with chopped fresh chives. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F247046.jpg,6,299.5,20,4.5,22.7,1.3,10.9,19.6,0.2586,0.0006,0.0439,0.4345,1.1787999999999998,⅓ cup wild rice #1 cup water #½ teaspoon salt #½ cup butter #¾ cup chopped onion #1 cup chopped celery #2 teaspoons salt #¼ teaspoon ground white pepper #¼ cup all-purpose flour #5 cups milk ,12.3,0.0569
19,Polish Bouja Soup,13119,Feeding an army? Here's the solution! ,0,25,472.3,6,4.3,40.8,8.8,10.7,21.8,0.11009999999999999,0.0045,0.0848,1.3467,0.3122,"1 (2 to 3 pound) whole chicken -- skin removed, deboned, and diced #2 pounds boneless pork loin, cubed #3 pounds cubed beef stew meat #4 tablespoons vegetable oil #1 pound chopped onions #1 green bell pepper, diced #1 bunch celery, diced #1 large rutabaga, diced #3 pounds carrots, diced #2 pounds diced cabbage #2 pounds chopped fresh green beans #5 pounds potatoes - peeled and cubed #1 pound frozen green peas #2 (15.25 ounce) cans whole kernel corn #2 (14.5 ounce) cans peeled and diced tomatoes # salt to taste # ground black pepper to taste ",7.4,0.0782
20,A-Maize-ing Corn Chowder,13120,Creamy corn chowder with crumbled bacon. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F122094.jpg,5,465.2,154,4.3,67.7,5.9,14.1,18.6,0.1416,0.0021000000000000003,0.0777,0.944,1.2845,"6 slices bacon #1 onion, chopped #2 potatoes, peeled and cubed #½ cup water #2 cups milk #2 (14.75 ounce) cans cream-style corn #1 (15.25 ounce) can whole kernel corn #½ teaspoon salt # ground black pepper to taste ",6.6,0.030699999999999998
21,Albondigas Soup I,13121,"A rich, filling version of Mexican meatball soup. I make the meatballs ahead and freeze them to use as needed. Mild or hot salsa may be used; green chili salsa works particularly well! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F216617.jpg,8,353.3,164,4.6,23.7,2.6,5.0,19.3,0.0947,0.0050999999999999995,0.040600000000000004,0.6531,1.5936,"1 pound lean ground beef #¼ pound pork sausage #1 onion, chopped #1 egg, beaten #½ teaspoon salt #¼ teaspoon ground black pepper #¼ teaspoon garlic powder #¼ cup milk #¼ cup chopped fresh basil #½ cup cornmeal #6 (14 ounce) cans beef broth #1 (8 ounce) jar salsa #1 onion, chopped #2 (14.5 ounce) cans peeled and diced tomatoes #½ teaspoon dried basil #½ teaspoon dried oregano #¼ teaspoon ground black pepper #½ cup white rice ",7.5,0.0761
22,Excellent Venison Soup,13122,"This soup is outstanding and a wonderful use of ground venison or elk, which is much better for you than ground beef. It also uses some veggies that we don't use very often, if ever! Here, it all comes together deliciously. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8973486.jpg,6,330.1,23,4.7,38.5,8.4,10.7,3.9,0.1154,0.0070999999999999995,0.0838,1.3020999999999998,1.0185,"2 pounds ground venison #1 onion, chopped #1 parsnip, sliced #3 potatoes, cubed #3 carrots, sliced #½ rutabagas, peeled and cubed #1 (16 ounce) can whole peeled tomatoes, with liquid #3 cubes beef bouillon cube #3 cups water #½ medium head cabbage, coarsely chopped #1 bay leaf #½ teaspoon dried oregano #1 teaspoon salt #½ teaspoon ground black pepper ",1.4,0.1143
23,Moroccan Potato Bean Soup,13123,"A delicious, creamy soup and enjoyed anytime. The soup is medium spicy. If you favor a less spicy soup, reduce the amount of peppers used. Vegetable stock may be used instead of water. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1032796.jpg,8,198.4,31,4.5,25.9,5.5,3.2,8.1,0.0717,0.0017,0.0245,0.3713,1.167,"6 cups water #1 (15 ounce) can kidney beans #3 tablespoons olive oil #2 onions, chopped #2 potatoes, peeled and cubed #3 tablespoons chicken bouillon powder #½ teaspoon ground turmeric #½ teaspoon ground black pepper #½ teaspoon ground white pepper #½ teaspoon cayenne pepper (Optional)#2 teaspoons curry powder #2 tablespoons soy sauce #½ cup whole milk #½ cup half-and-half #½ cup dry potato flakes #¼ cup chopped green onions ",2.2,0.0085
24,Mexican Posole Stew,13124,"This Mexican pork stew can be served without the pork rinds and pigs' feet, if desired, but it will not be authentic. Posole may be served as a main dish with tortillas or crackers. Posole can be found in the meat section if it is available in your area. If not available, hominy can be substituted in the same quantities but no rinsing or pre-cooking is needed. Add red chili sauce and leave the seeds in the peppers for a hotter/spicier taste. You can also add one can of tomatoes to enhance the flavor of the stew. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F312912.jpg,12,373.4,19,4.4,15.4,1.8,1.4,20.1,0.030899999999999997,0.002,0.0297,0.43189999999999995,1.1489,"2 pounds boneless pork loin, cubed #8 ounces fried pork skins #2 pig's feet #1 tablespoon salt #2 (15 ounce) cans white hominy, drained #1 teaspoon dried oregano #2 cloves garlic, crushed #2 tablespoons chopped onion #4 dried hot red chile pepper pods, seeded and diced ",6.5,0.07809999999999999
25,Chinese Sizzling Rice Soup,13125,"Chinese is one of my favorite cuisines to cook as well as eat. By cooking the rice before it is added to the soup, you will enjoy the crunchy texture with the other flavors in this delicious soup. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5476778.jpg,6,294.5,20,4.5,24.0,0.7,0.8,17.0,0.0233,0.0018,0.0144,0.21730000000000002,0.6413,"3 ounces baby shrimp #3 ounces skinless, boneless chicken pieces cut into chunks #1 egg #4 tablespoons cornstarch #4 cups vegetable oil for frying #3 cups chicken broth #1 ounce mushrooms, chopped #2 tablespoons chopped water chestnuts #⅛ cup diced bamboo shoots #⅓ cup fresh green beans, cut into 1 inch pieces #½ teaspoon salt #1 tablespoon sherry #⅔ cup uncooked white rice ",2.5,0.060200000000000004
26,Zuppa Toscana,13126,Italian Tuscan sausage soup. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1451561.jpg,6,459,291,4.6,21.1,2.4,4.2,34.1,0.1107,0.0022,0.0417,0.6162000000000001,1.9255,"1 (16 ounce) package smoked sausage #2 potatoes, cut into 1/4-inch slices #¾ cup chopped onion #6 slices bacon #1 ½ teaspoons minced garlic #2 cups kale - washed, dried, and shredded #2 tablespoons chicken bouillon powder #1 quart water #⅓ cup heavy whipping cream ",13.2,0.0869
27,No-Fuss Slow Cooker Chili,13127,Hot and good. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F186692.jpg,4,1005,24,4.4,63.6,15.7,20.2,63.1,0.1658,0.011,0.07709999999999999,2.1746,3.3213000000000004,"2 pounds ground beef #1 onion, chopped #2 (16 ounce) cans chili beans #1 (15 ounce) can tomato sauce #1 (10 ounce) can diced tomatoes with green chile peppers #1 (14.5 ounce) can peeled and diced tomatoes #11 ½ fluid ounces tomato juice #1 (4 ounce) can diced green chiles #1 (1.25 ounce) package chili seasoning mix ",24.5,0.1938
28,Butter Soup,13128,"My oma used to make this soup when they first came to Canada and had no money--it's been passed down to me, and it's a favourite of everyone I've made it for! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F402159.jpg,4,472,40,4.0,83.9,8.4,4.0,9.5,0.0989,0.0047,0.08979999999999999,1.5012999999999999,0.08979999999999999,"8 cups water #6 potatoes, cubed #1 yellow onion #1 tablespoon butter #1 bay leaf #2 teaspoons dried parsley # salt to taste # ground black pepper to taste #1 cup all-purpose flour #2 eggs #½ cup half-and-half cream ",4.9,0.1118
29,Lentil Soup I,13129,A very easy soup to prepare and can be enjoyed any day. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4825382.jpg,10,113.9,41,4.4,20.7,7.2,1.6,0.6,0.0232,0.0019,0.0345,0.39330000000000004,0.7162000000000001,"½ cup brown lentils #½ cup red lentils #4 cups water #2 potatoes, peeled and quartered #1 stalk celery, finely chopped #1 carrot, finely chopped #3 tablespoons chicken bouillon powder #3 whole cloves #¼ teaspoon salt #¼ teaspoon ground black pepper ",0.1,0.0011
30,Cheesy Leek and Mustard Soup,13130,A gorgeously creamy leek soup with a tangy cheese and mustard kick. Best served with cheese and onion bread or walnut bread. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F491230.jpg,4,478.7,18,4.4,41.9,5.3,10.4,32.4,0.246,0.0043,0.0724,0.6842999999999999,0.1623,"1 ½ pounds leeks, sliced #1 onion, chopped #1 potato, cubed #1 carrot, chopped #1 tablespoon margarine #1 tablespoon olive oil #1 ¼ teaspoons dry mustard powder #2 teaspoons cornstarch #½ cup water # salt and pepper to taste #1 teaspoon white sugar #5 cups water #1 cube vegetable bouillon #1 cup heavy whipping cream #⅛ cup shredded Gruyere cheese #¼ cup shredded Cheddar cheese ",16.9,0.09259999999999999
31,Cream Of Garlic Soup,13131,This rich garlic soup is sure to be a winner! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F786363.jpg,5,399.3,55,4.4,18.2,0.8,6.9,28.9,0.22180000000000002,0.001,0.0316,0.5044,0.4568,"¾ cup garlic cloves, peeled #3 tablespoons olive oil #2 ½ cups chicken broth #1 cup white wine #2 ½ cups milk #1 cup heavy whipping cream #½ cup peeled and cubed potatoes # salt and pepper to taste ",13.8,0.075
32,Brie Soup,13132,"The flavor of this soup can vary depending on the degree of ripeness of the brie cheese. If you put your brie cheese out at room temperature for 3 to 9 hours, this will intensify the brie flavor in your soup. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3654217.jpg,6,348.8,13,4.4,10.2,0.7,1.1,27.2,0.12140000000000001,0.0009,0.018600000000000002,0.19069999999999998,0.4268,"6 cups chicken stock #¼ cup butter #8 tablespoons all-purpose flour #12 ounces Brie cheese #⅜ cup white wine #2 ounces julienned carrots #¼ cup chopped celery #2 ounces fresh mushrooms, sliced #¼ cup heavy whipping cream # salt and pepper to taste ",17.0,0.0906
33,Cream of Mushroom Soup II,13133,"Rich cream of mushroom soup, beats the canned variety any day. Garnish bowls with fresh chives and thyme. Use lemon thyme in place of the regular if you can find it. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5372665.jpg,4,296.6,176,4.5,15.9,2.7,5.4,24.1,0.1018,0.0015,0.0211,0.4962,0.5742999999999999,"1 pound fresh mushrooms #¼ cup salted butter #4 green onions, thinly sliced #3 cloves garlic, chopped #1 teaspoon chopped fresh thyme #2 tablespoons all-purpose flour #4 cups vegetable broth #1 cup light cream # salt and pepper to taste #1 sprig fresh thyme leaves #1 tablespoon chopped fresh chives ",14.6,0.0701
34,Saffron Mussel Bisque,13134,Ahoy! All seafood lovers will really enjoy this hearty feast. Garnish with fresh parsley. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1116656.jpg,6,205.1,10,4.8,9.0,0.7,2.9,10.4,0.057,0.009300000000000001,0.0197,0.34,0.3431,"2 pounds mussels, cleaned and debearded #1 ¼ cups white wine #1 ½ cups water #3 tablespoons margarine #1 tablespoon olive oil #1 onion, chopped #1 clove garlic, crushed #1 leek, bulb only, chopped #½ teaspoon fenugreek seeds, finely crushed #1 ½ tablespoons all-purpose flour #6 saffron threads #1 ¼ cups chicken broth #1 tablespoon chopped fresh parsley # salt and pepper to taste #2 tablespoons whipping cream ",2.5,0.027
35,Wisconsin Cheese Soup I,13135,"Do not substitute diet or low fat cheese - it will not have the same rich, creamy texture and flavorful taste. Makes about 2 1/2 quarts soup. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2752390.jpg,6,432.7,35,4.3,25.6,2.2,11.3,26.8,0.4968,0.0016,0.045200000000000004,0.6932,1.0894000000000001,"5 tablespoons margarine #2 carrots, chopped #2 stalks celery, chopped #1 green bell pepper, chopped #1 onion, chopped #5 button mushrooms, chopped #½ cup chopped ham #½ cup all-purpose flour #2 tablespoons cornstarch #4 cups chicken broth #4 cups milk #½ teaspoon paprika #¼ teaspoon ground cayenne pepper #½ teaspoon ground mustard #2 cups shredded sharp Cheddar cheese # salt to taste # ground black pepper to taste ",12.2,0.059
36,Authentic Pepper Pot Soup,13136,"The authentic version uses tripe. I have never cared for tripe, myself, and I have always substituted chicken, beef, turkey, sausage or even ham instead. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F722428.jpg,11,215.7,28,4.5,18.3,2.8,5.0,11.7,0.07479999999999999,0.0022,0.030600000000000002,0.4772,0.2567,"1 pound honeycomb tripe #5 slices bacon, diced #½ cup chopped onion #½ cup chopped celery #3 leeks, chopped #1 bunch fresh parsley, chopped #2 green bell peppers, diced #2 quarts beef stock #¼ teaspoon dried thyme #½ teaspoon dried marjoram #½ teaspoon ground cloves (Optional)#¼ teaspoon crushed red pepper flakes #1 bay leaf #1 teaspoon ground black pepper #1 large potato, peeled and diced #2 large carrots, diced #4 tablespoons margarine #4 tablespoons all-purpose flour ",3.2,0.0492
37,Broccoli Cheese Soup III,13137,"A creamy broccoli soup that will please the most fussy eater, even children love it. Complement with crusty Italian bread for a quick, easy meal. For variety, try substituting cauliflower, shredded carrots, or any combination of the three vegetables, keeping the total amount to 4 cups vegetables. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F45782.jpg,12,153,228,4.5,10.1,1.1,3.2,9.4,0.2135,0.0006,0.0185,0.2221,0.5287000000000001,"4 cups fresh broccoli, cut into bite size pieces #1 ½ quarts chicken broth #2 cups milk #2 (10.75 ounce) cans condensed cream of celery soup #4 tablespoons cornstarch #½ cup cold water #2 cups shredded Cheddar cheese ",5.1,0.0286
38,Luscious Lobster Bisque,13138,You will need about an 8 quart stockpot for this recipe. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F800838.jpg,4,538.2,31,4.5,10.6,1.6,3.9,35.0,0.1551,0.0013,0.0684,0.7793,0.6772,"¼ cup margarine #1 onion, chopped #1 clove garlic, minced #1 carrot, chopped #1 bay leaf #½ teaspoon dried thyme #6 lobster tails #1 cup white wine #1 cup chopped tomatoes #6 cups chicken stock #1 cup heavy whipping cream #3 tablespoons chopped fresh parsley # salt to taste # ground black pepper to taste ",16.0,0.2434
39,Callaloo Soup,13139,"A taste of the Caribbean. The main ingredients are callaloo leaves, or spinach, and okra. Both were originally brought from Africa in the seventeenth century. Serve piping hot with slices of avocado pear and hot bread. ",0,6,119.7,11,3.7,8.6,2.1,1.7,3.9,0.22690000000000002,0.0029,0.0741,0.7667,0.3326,"1 pound callaloo leaves or spinach #6 cups chicken stock #1 onion, chopped #½ pound salt beef, fat removed and diced #½ teaspoon ground black pepper #6 tablespoons minced shallots #¼ teaspoon dried thyme #1 green chile pepper, chopped #1 cup okra #½ pound crabmeat ",1.2,0.0499
