,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,calcium,iron,magnesium,potassium,sodium,ingredients,cholesterol
10,Hearty Turkey Soup with Parsley Dumplings,13513,This is a yummy variation of that traditional use of the leftover turkey. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F526049.jpg,8,406.8,1,2.5,32.9,3.5,6.2,16.7,6.9,0.156,0.0039,0.0501,0.6541,1.0717,"1 picked over turkey carcass #12 cups water #1 ½ cups chopped celery #5 carrot, (7-1/2"")s carrots #1 onion, quartered #2 teaspoons salt #¾ teaspoon dried thyme #1 cube chicken bouillon #1 bay leaf #6 tablespoons all-purpose flour #½ cup milk #1 small rutabaga, cubed #½ teaspoon ground black pepper #1 ½ pounds cooked turkey, cubed #½ cup chopped parsley #2 slices white bread, quartered #1 ¼ cups all-purpose flour #1 teaspoon baking powder #¼ teaspoon salt #½ cup milk #4 tablespoons butter, melted ",0.09129999999999999
11,Baked Fennel with Gorgonzola,13515,"This make ahead dish will impress your guests, and is simple to prepare. You don't need to tell them how simple. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4460586.jpg,8,101.2,6,3.7,9.9,3.7,0.4,4.6,2.6,0.1375,0.001,0.0211,0.5327999999999999,0.38,"4 bulbs fennel, untrimmed #1 ¾ cups chicken broth #4 ounces Gorgonzola cheese #2 tablespoons dried bread crumbs # salt to taste ",0.015
12,Brussels Sprouts and Baby Carrots Glazed with Brown Sugar and Pepper,13516,"The vegetables can be prepared the day before, and the glaze can be prepared up to 6 hours in advance. The dish can then be completed in a few minutes while the turkey is resting. It all looks so effortless. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3074043.jpg,8,208.4,58,4.1,29.1,7.8,16.9,9.4,5.6,0.099,0.003,0.040299999999999996,0.7705,0.3231,"2 pounds baby carrots #2 pounds Brussels sprouts, trimmed and scored #1 ½ cups chicken broth #6 tablespoons butter #⅓ cup packed brown sugar #1 tablespoon ground black pepper ",0.0229
13,Baked Sweet Potato Sticks,13517,Best eaten at room temperature. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1071759.jpg,8,132.3,334,4.4,27.0,4.3,8.4,1.9,0.3,0.0497,0.0009,0.0354,0.6209,0.0469,"1 tablespoon olive oil #½ teaspoon paprika #8 sweet potatoes, sliced lengthwise into quarters ",0.0
14,Maple Roast Turkey and Gravy,13521,"A New England style turkey with maple syrup. It makes for a mellow Thanksgiving dinner. Try stuffing it with Cranberry, Sausage and Apple Stuffing. If fresh marjoram is unavailable, 2 teaspoons of dried marjoram may be substituted. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6525.jpg,20,584,140,4.7,10.5,0.6,7.5,29.3,10.9,0.0788,0.0043,0.062200000000000005,0.7385,0.31360000000000005,"2 cups apple cider #⅓ cup real maple syrup #2 tablespoons chopped fresh thyme #2 tablespoons chopped fresh marjoram #2 ½ teaspoons grated lemon zest #¾ cup butter # salt and ground black pepper to taste #14 pounds whole turkey, neck and giblets reserved #2 cups chopped onion #1 cup chopped celery #1 cup coarsely chopped carrots #2 cups chicken stock #3 tablespoons all-purpose flour #1 teaspoon chopped fresh thyme #1 bay leaf #2 tablespoons apple brandy (Optional)",0.2064
15,"Cranberry, Sausage and Apple Stuffing",13522,"A mellow stuffing that pairs up perfectly with the Roast Turkey with Maple Herb Butter and Gravy. If leeks are not available, substitute 4 cups chopped onions. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F340264.jpg,12,358.5,1,5.0,41.5,3.2,13.0,17.5,7.1,0.1178,0.0034,0.032600000000000004,0.3038,0.8391000000000001,"12 cups white bread cubes #1 pound sweet Italian sausage, casings removed #¼ cup butter #6 cups coarsely chopped leeks #2 each tart green apples - peeled, cored and chopped #2 cups chopped celery #4 teaspoons poultry seasoning #2 teaspoons dried rosemary, chopped #1 cup dried cranberries #1 ⅓ cups chicken broth #½ teaspoon salt and pepper to taste ",0.0395
16,Turkey Tenderloins,13523,A simple yet festive main dish. If you're not up to the task of roasting a turkey this dish is for you. Serve with Cranberry Chutney. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1019187.jpg,4,153.9,2,5.0,2.0,0.3,0.2,3.1,0.9,0.0217,0.0017,0.0359,0.3445,0.8249,"1 pound turkey tenderloins #3 tablespoons soy sauce #1 tablespoon Dijon-style prepared mustard #2 teaspoons dried rosemary, crushed ",0.07940000000000001
17,Cranberry Chutney I,13524,Fragrant and chunky cranberry sauce. Perfect for spooning over Turkey Tenderloins. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F50219.jpg,20,52.4,177,4.6,13.4,1.1,11.0,0.1,0.0,0.004900000000000001,0.0001,0.0029,0.0536,0.0012,"1 cup water #¾ cup white sugar #1 (12 ounce) package fresh cranberries #1 cup apples - peeled, cored and diced #½ cup cider vinegar #½ cup raisins #½ teaspoon ground cinnamon #¼ teaspoon ground ginger #¼ teaspoon ground allspice #⅛ teaspoon ground cloves ",0.0
18,Rosemary Roasted Turkey,13525,"This recipe makes your turkey moist and full of flavor. You can also use this recipe for Cornish game hens, chicken breasts or roasting chicken. Select a turkey sized according to the amount of people you will be serving. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8892235.jpg,16,596.5,762,4.8,0.8,0.2,0.0,33.7,8.3,0.0718,0.0046,0.062200000000000005,0.6919,0.1651,¾ cup olive oil #3 tablespoons minced garlic #2 tablespoons chopped fresh rosemary #1 tablespoon chopped fresh basil #1 tablespoon Italian seasoning #1 teaspoon ground black pepper # salt to taste #1 (12 pound) whole turkey ,0.1983
19,Savory Turkey Gravy,13527,Everyone just loves the spicy taste of this gravy. It's a favorite among my family and friends. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F50828.jpg,24,7.8,172,4.1,1.2,0.1,0.0,0.2,0.1,0.0027,0.0001,0.0006,0.0079,0.252,5 cups turkey stock #¼ cup all-purpose flour #1 cup water #1 teaspoon poultry seasoning #1 teaspoon salt #½ teaspoon ground black pepper #¼ teaspoon celery salt ,0.0004
20,"Mashed Potato, Rutabaga, And Parsnip Casserole With Caramelized Onions",13529,This is great with Apricot Glazed Turkey and Green Beans With Walnuts And Walnut Oil. This dish can be made one day ahead. The broth made in this recipe can be used as stock for turkey soup. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4472362.jpg,9,361.5,31,4.6,49.0,9.1,10.7,16.2,10.1,0.0974,0.0023,0.0756,1.1987,0.2292,"7 cups low-sodium chicken broth #3 pounds potatoes, peeled and cubed #1 ½ pounds rutabagas, peeled and cubed #1 ¼ pounds parsnips, peeled and cut into 1 1/2 inch pieces #8 cloves garlic #1 bay leaf #1 teaspoon dried thyme #¾ cup butter, softened #3 onions, thinly sliced # salt to taste # ground black pepper to taste ",0.0438
21,Butternut Squash with Onions and Pecans,13531,A new twist on a squash dish! Can be made 4 hours ahead. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4574060.jpg,8,197.8,99,4.4,18.7,4.2,4.2,14.3,3.6,0.07840000000000001,0.0014,0.0626,0.5418,0.0567,"3 tablespoons butter #1 large onion, diced #2 ¼ pounds butternut squash #1 cup chopped pecans #3 tablespoons chopped fresh parsley # salt and pepper to taste ",0.0114
22,Carrot and Parsnip Mash,13532,Nutty carrots! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F47546.jpg,8,222.4,17,4.0,28.6,8.0,9.5,12.1,7.4,0.0726,0.0009,0.0436,0.7019,0.15180000000000002,"1 ½ pounds carrots, coarsely chopped #2 pounds parsnips, peeled and cut into 1 1/2 inch pieces #½ cup butter, diced #1 pinch ground nutmeg # salt to taste # ground black pepper to taste ",0.0305
23,Glazed Pearl Onions with Raisins and Almonds,13533,"A wonderful relish-like vegetable dish. This dish can be made 6 hours ahead, and rewarmed before serving. Sherry wine vinegar can be substituted for red wine vinegar. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F789157.jpg,8,234.7,13,4.9,38.4,1.2,18.6,7.5,2.2,0.058,0.0011,0.0308,0.14959999999999998,0.2228,2 pounds pearl onions #1 cup dry sherry #½ cup raisins #¼ cup honey #¼ cup water #2 tablespoons butter #1 teaspoon chopped fresh thyme #⅔ cup toasted slivered almonds #4 teaspoons red wine vinegar # salt to taste # ground black pepper to taste ,0.0076
24,Thanksgiving Meatloaf,13534,Everyone's favorite! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F780077.jpg,12,222.3,52,4.1,13.0,0.8,1.1,9.5,2.6,0.0346,0.0022,0.0197,0.2889,0.4283,2 ½ pounds ground turkey #1 ½ cups chicken-flavor stuffing mix #2 eggs #⅓ cup milk ,0.10629999999999999
25,Ma Lipo's Apricot-Glazed Turkey with Roasted Onion and Shallot Gravy,13539,"The glaze gives a wonderful sheen to the bird. If fresh sage is unavailable use 1/4 teaspoon dried sage. Glaze, herb butter, and onion mixture can be prepared 1 day ahead. Cover separately and chill. Bring herb butter to room temperature before using. Great additions to the menu are wild mushroom stuffing, cranberry sauce with raspberry vinegar, mashed sweet potatoes, rutabaga and parsnip casserole, green beans with walnuts, date and onion relish, pear chutney, and of course, pumpkin pie and butterscotch pie. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F53934.jpg,30,590.6,69,4.8,10.9,0.3,7.1,28.8,10.3,0.0732,0.0045,0.0639,0.7292000000000001,0.3008,"1 cup apricot nectar #1 cup apricot preserves #2 tablespoons minced fresh ginger root #1 tablespoon honey #¾ cup unsalted butter, softened #3 tablespoons chopped fresh sage #1 ½ teaspoons salt #1 teaspoon ground black pepper #2 tablespoons unsalted butter #3 onions, thinly sliced #6 ounces thinly sliced shallots #22 pounds whole turkey #2 cups low-sodium chicken broth #1 teaspoon chopped fresh thyme #½ teaspoon dried sage #2 cups low-sodium chicken broth # salt and pepper to taste ",0.21130000000000002
26,Scalloped Oysters,13540,Mild oyster taste with a crunch crumb topping. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3204964.jpg,4,394.8,23,4.1,26.6,0.6,3.2,28.9,16.4,0.0559,0.0065,0.010199999999999999,0.1499,0.4713,"½ cup bread crumbs #25 buttery round crackers, crumbled #½ cup melted butter #1 pint shucked oysters, drained with liquid reserved #1 pinch salt and ground black pepper to taste #2 tablespoons milk ",0.0885
27,Serious Herb Cheese Spread,13543,"Served on crackers, this savory cheese spread is perfect for whetting the appetite before the big dinner. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F119215.jpg,16,53.2,21,4.4,0.9,0.1,0.1,5.1,3.1,0.0176,0.0004,0.0023,0.032100000000000004,0.0635,"1 (8 ounce) package cream cheese, softened #2 cloves garlic, minced #½ teaspoon prepared mustard #½ teaspoon Worcestershire sauce #¼ cup chopped parsley #¼ cup chopped fresh dill weed #¼ cup chopped fresh basil #¼ cup chopped black olives #1 ½ tablespoons lemon juice ",0.0154
28,Fresh Corn Spoon Bread,13545,This a great custard-like corn bread that can take the place of a stuffing. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3088718.jpg,8,225.6,12,3.8,24.7,1.9,6.7,10.9,5.9,0.1598,0.0013,0.0439,0.3038,0.5815,"4 cups milk #1 ¼ cups cornmeal #1 ½ teaspoons salt #1 cup sweet corn #⅓ cup chopped green onions #¼ cup unsalted butter, cubed #3 eggs, separated ",0.0948
29,Corn Souffle from Scratch,13546,"I make this every year for our Thanksgiving dinner, and my family always looks forward to having it. It's one of those recipes that looks like you've spent a lot of time on, but it's so easy to make. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4125599.jpg,8,251.2,56,4.2,51.7,3.6,13.9,4.2,1.1,0.0318,0.0019,0.0412,0.3548,0.6997000000000001,2 (15.25 ounce) cans whole kernel corn #2 (15 ounce) cans creamed corn #4 tablespoons white sugar #4 tablespoons all-purpose flour #4 tablespoons milk #4 eggs ,0.09359999999999999
30,Bacon-Turnip Mash,13547,Cooked and mashed turnip with savory bacon. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3454783.jpg,4,448.4,7,4.1,15.8,4.2,8.7,32.6,13.3,0.0782,0.0016,0.0445,0.7627,1.5633,2 pounds orange turnip #3 tablespoons butter #1 pinch salt #1 pinch ground black pepper #1 dash garlic powder #½ pound bacon - cooked and crumbled #2 tablespoons rendered bacon fat ,0.0853
31,Cranberry Swirl Coffee Cake,13548,"This old family recipe is delicious for breakfast on Thanksgiving day, or to eat while watching the parade! Plain yogurt can be substituted for sour cream. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9173177.jpg,14,247.7,150,4.6,34.7,0.7,18.3,10.9,6.6,0.047,0.001,0.0068,0.054700000000000006,0.277,½ cup butter #1 cup white sugar #2 eggs #1 teaspoon almond extract #2 cups all-purpose flour #1 teaspoon baking powder #1 teaspoon baking soda #½ teaspoon salt #1 cup sour cream #1 (8 ounce) can whole cranberry sauce ,0.0512
32,Roast Turkey With Tasty Chestnut Stuffing,13549,Simple but seriously yummy. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F925501.jpg,16,1102.7,9,4.1,76.3,3.7,11.3,51.2,22.5,0.22080000000000002,0.0085,0.1124,1.1725,0.8382999999999999,"2 pounds chestnuts #2 cups butter #2 cups minced onion #2 cups minced celery #10 cups dried bread crumbs #1 teaspoon dried thyme #1 teaspoon dried marjoram #1 teaspoon dried savory #1 teaspoon dried rosemary #12 pounds whole turkey, neck and giblets removed # salt and freshly ground black pepper to taste ",0.262
33,Hawaiian Apple-Pineapple Crumble,13550,This is an old family favorite. We especially like it for the Thanksgiving holiday. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F887467.jpg,6,415.7,9,4.5,92.9,4.0,72.5,5.1,2.6,0.0469,0.0016,0.0347,0.22319999999999998,0.0636,"2 cups thinly sliced apples #1 tablespoon lemon juice #1 cup crushed pineapple, drained #2 cups cranberry sauce #1 cup quick cooking oats #¾ cup packed brown sugar #½ cup all-purpose flour #½ teaspoon ground cinnamon # salt to taste #⅛ cup butter ",0.010199999999999999
34,Joey's Bread Pudding,13551,This is a very custardy bread pudding. Very ONO-licious! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F882147.jpg,10,628.4,11,4.2,89.3,1.2,63.1,23.7,12.3,0.2303,0.0029,0.0305,0.2915,0.4595,"2 tablespoons butter #1 (1 pound) loaf sliced white bread, toasted #12 eggs #3 tablespoons vanilla extract #5 cups half-and-half cream #3 cups white sugar #1 pinch ground cinnamon #1 pinch ground nutmeg ",0.2741
35,Cherry Salad,13553,I can almost guarantee the bowl will be empty at the end of the meal. Happy Thanksgiving! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1410551.jpg,10,265.5,19,3.8,43.1,0.4,26.5,9.1,7.0,0.1192,0.0002,0.0148,0.2119,0.06609999999999999,"1 (8 ounce) container frozen whipped topping, thawed #1 (14 ounce) can sweetened condensed milk #1 (21 ounce) can cherry pie filling ",0.013300000000000001
36,Rosemary Mashed Potatoes and Yams,13555,A twist on the traditional mashed potatoes. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F605456.jpg,10,236.4,142,4.5,32.4,4.4,1.5,10.2,4.4,0.0848,0.001,0.0337,0.8772000000000001,0.10959999999999999,"8 cloves garlic #3 tablespoons olive oil #1 ½ pounds baking potatoes, peeled and cubed #1 ½ pounds yams, peeled and cubed #½ cup milk #¼ cup butter #½ teaspoon dried rosemary #½ cup grated Parmesan cheese # salt and pepper to taste ",0.0167
37,Ibby's Pumpkin Mushroom Stuffing,13557,A dark and wild tasting stuffing that is sure to disappear quickly! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F64015.jpg,8,580.6,49,4.6,59.4,1.6,2.1,36.6,16.8,0.048600000000000004,0.0022,0.0225,0.2238,0.952,6 cups cubed pumpkin bread #1 cup chopped celery #1 cup butter or margarine #2 cups chopped red onion #2 cups sliced crimini mushrooms #2 tablespoons chopped fresh rosemary #2 tablespoons chopped fresh tarragon #2 tablespoons chopped fresh chives #2 tablespoons chopped fresh parsley #1 ½ teaspoons salt #1 teaspoon ground black pepper #6 tablespoons chicken broth ,0.1072
38,Baked Pineapple I,13558,This is a wonderful side dish to add a little something special to green beans and mashed potatoes. It is so delicious you will think you could eat it for dessert. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F880277.jpg,6,364.3,23,4.8,34.6,0.9,20.9,22.6,13.3,0.1875,0.0014,0.0208,0.1447,0.3285,"1 (20 ounce) can unsweetened pineapple chunks #3 tablespoons white sugar #6 tablespoons butter, melted #3 tablespoons all-purpose flour #5 ounces shredded Cheddar cheese #25 buttery round crackers, crumbled ",0.0658
39,Grandma Randolph's Noodles,13560,"This is our family's number-one favorite part of the Thanksgiving meal. The noodles take the place of the gravy, they get dumped over EVERYTHING! They are a great thick and tasty noodle. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3767512.jpg,6,211.5,4,5.0,32.3,1.2,0.4,4.1,1.3,0.0354,0.0029,0.0171,0.1809,0.9612,4 eggs #1 teaspoon salt #1 teaspoon ground black pepper #2 cups all-purpose flour #4 cups beef broth ,0.124
40,Light Pumpkin Mousse,13561,"A light, airy alternative to the traditional pumpkin pie. If you do not have crystallized ginger on hand, gingersnap cookie crumbs can be substituted. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6022509.jpg,8,178.3,2,2.5,36.5,0.8,33.5,2.6,1.1,0.0631,0.0011,0.012,0.2365,0.044,3 eggs #1 cup milk #¾ cup honey #½ cup water #1 (.25 ounce) package unflavored gelatin #1 ½ cups pumpkin puree #3 tablespoons white sugar #1 teaspoon ground cinnamon #½ teaspoon ground cloves #½ teaspoon ground mace #½ teaspoon ground nutmeg #½ teaspoon ground ginger #1 teaspoon vanilla extract #2 tablespoons chopped crystallized ginger ,0.0722
41,Wild Mushroom Stuffing,13562,"The stuffing of the Pacific Northwest! You can fill your turkey with this stuffing, or bake it separately. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2440132.jpg,16,280.9,26,4.5,31.8,3.8,2.3,13.2,4.1,0.085,0.0035,0.0334,0.2356,0.43439999999999995,"2 cups hot water #1 ounce dried porcini mushrooms #1 ¾ pounds egg bread - crust trimmed, and cut into 3/4 inch cubes #1 cup chopped hazelnuts #6 tablespoons unsalted butter #3 leeks, coarsely chopped #1 cup chopped shallots #1 ¼ pounds crimini mushrooms, sliced #½ pound shiitake mushrooms, sliced #2 cups chopped celery #1 cup chopped fresh parsley #3 tablespoons chopped fresh thyme #2 tablespoons chopped fresh sage # salt and pepper to taste #2 eggs, lightly beaten #¾ cup chicken broth ",0.06
42,Cranberry Tea,13563,You can use sugar or equal. Keeps in refrigerator and heat as you want. This is sweet and tangy. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F136643.jpg,12,115.4,14,4.6,28.7,0.2,26.3,0.2,0.0,0.0072,0.0001,0.0043,0.0718,0.034,3 teaspoons instant tea powder #½ teaspoon ground allspice #½ teaspoon ground cinnamon #½ teaspoon ground nutmeg #6 cups boiling water #1 (3 ounce) package cherry flavored Jell-O® #1 cup orange juice #¼ cup lemon juice #1 quart cranberry juice #½ cup white sugar ,0.0
