,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients,dietary fiber
10,Mushroom Kabobs,14511,"This is a wonderful kabob for grilling. With more types of mushrooms available in the grocery store, you can now make these year-round using an assortment of button, portabello, shiitake, and crimini mushrooms. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F408730.jpg,4,150.5,41,4.5,6.5,3.5,13.8,1.9,0.0,0.0123,0.0006,0.013,0.2369,0.1499,"¾ cup sliced fresh mushrooms #2 red bell peppers, chopped #1 green bell pepper, cut into 1 inch pieces #¼ cup olive oil #2 tablespoons lemon juice #1 clove garlic, minced #2 teaspoons chopped fresh thyme #1 teaspoon chopped fresh rosemary #¼ teaspoon salt #¼ teaspoon ground black pepper ",2.0
11,Grilled Potatoes and Onion,14512,"Always cook up a package of potatoes and onions with the rest of your grilled meal! Start early, because it takes about a half an hour to cook. These cook over indirect heat (off to the side), so you can grill other things at the same time. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F679264.jpg,4,278.2,436,4.7,40.1,2.8,11.8,7.4,0.0305,0.037899999999999996,0.0019,0.0531,0.947,0.6772999999999999,"4 medium (2-1/4"" to 3"" dia, raw)s potatoes, sliced #1 red onion, sliced #1 teaspoon salt #1 teaspoon ground black pepper #4 tablespoons butter ",5.3
12,Tandoori Grilled Chicken,14513,"Lose yourself in a flavorful grilled Indian treat - marinated, char-grilled chicken. Good with warm grilled pita breads and mint chutney! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F15294.jpg,8,295.7,7,3.1,30.9,4.9,4.7,1.6,0.0683,0.1782,0.0022,0.0507,0.41919999999999996,0.3463,"2 cups plain yogurt #3 tablespoons garam masala #2 pounds boneless, skinless chicken breasts #6 pita breads ",1.8
13,Blackberry BBQ Sauce,14514,Sweet and fruity basting sauce that will have your guests clamoring for your 'secret.' It is an especially good sauce for pork or beef ribs. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F71160.jpg,16,55.3,91,4.4,14.3,13.2,0.1,0.0,0.0,0.005900000000000001,0.0001,0.0046,0.0889,0.2513,½ cup blackberry preserves #1 ½ cups ketchup #⅛ cup brown sugar #⅛ teaspoon cayenne pepper #¼ teaspoon mustard powder #2 tablespoons red wine vinegar ,0.1
14,Persian Shish Kabob,14515,"Keep it simple is the idea in this recipe. The beef is marinated in a mixture of lime juice and onion, seasoned with salt and pepper, and grilled. Serve with a Persian style pilaf. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9230492.jpg,4,297.3,27,4.7,3.4,1.3,13.5,5.0,0.113,0.019,0.005,0.0442,0.6162000000000001,1.8302,"2 pounds beef tenderloin #1 onion, chopped #1 tablespoon salt #1 pinch ground black pepper #⅛ cup fresh lime juice ",0.6
15,Grilled Oyster Mushrooms,14516,Mushrooms rule. BBQs rule. Mushrooms plus BBQ equals food nirvana. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1129937.jpg,4,98.8,6,3.6,4.3,1.4,4.1,2.5,0.0125,0.15730000000000002,0.0019,0.0054,0.0177,0.2545,16 ounces oyster mushroom caps #⅛ pound grated Parmesan cheese ,1.3
16,Garlic Ranch Chicken,14517,This is very easy and fast to make; using fat free dressing keeps the calories down and helps prevent the chicken from burning. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F439735.jpg,4,232,113,4.2,22.6,4.3,2.2,0.5,0.0691,0.039799999999999995,0.001,0.0345,0.3808,0.7792,"4 skinless, boneless chicken breasts #1 cup fat free ranch dressing #2 tablespoons chopped garlic #1 tablespoon chopped fresh basil ",0.5
17,Grilled Chicken Quesadillas,14518,"This delicious recipe is prepared by using adobo seasoned grilled boneless chicken thighs, layering tortillas with a combination of the chicken, cheese, and onion, and heating directly on the grill. Serve with salsa and sour cream. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F24080.jpg,6,850.7,55,4.2,86.5,1.8,24.6,10.9,0.1257,0.44039999999999996,0.0073,0.0694,0.5448999999999999,1.6652,"2 pounds boneless, skinless chicken thighs # adobo seasoning to taste #12 (10 inch) flour tortillas #1 ½ cups shredded Mexican cheese blend #1 onion, chopped #1 (6 ounce) can sliced black olives, drained #1 (7 ounce) can diced green chilies, drained ",6.5
18,Simmering Chicken Strawberry Kabobs,14519,"This is a great recipe for a hot summer day, and it looks totally exotic so your guests will be amazed. You may want to spice the chicken up a bit more to add to the contrast between the meat and the fruit. Try adding some crushed chilies to your chicken marinade, or maybe some garam masala! ENJOY ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F846437.jpg,6,435.9,46,3.9,26.1,19.9,31.9,19.8,0.1156,0.052700000000000004,0.0011,0.041299999999999996,0.4223,0.2596,"1 cup lemon juice #2 (8 ounce) cans pineapple chunks, juice reserved # salt and pepper to taste #2 teaspoons ground cinnamon #3 skinless, boneless chicken breast halves, cubed #1 cup butter, melted #2 tablespoons brown sugar #1 teaspoon ground nutmeg #24 large strawberries ",2.7
19,London Broil I,14520,"'London broil' most often refers to a thick flank steak, broiled and thinly sliced, but can also refer to thick cuts of sirloin or top round. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F244225.jpg,6,222.2,407,4.7,3.8,1.5,9.1,2.1,0.07540000000000001,0.0185,0.0033,0.039700000000000006,0.477,1.3135,"3 cloves garlic, minced #½ cup soy sauce #2 tablespoons vegetable oil #2 tablespoons ketchup #1 teaspoon dried oregano #1 teaspoon ground black pepper #1 (2 pound) flank steak or round steak ",0.4
20,Asian Beef Skewers,14521,Ginger flavored beef skewers are excellent as an appetizer as well as an entree. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F714824.jpg,6,135.5,381,4.5,6.7,2.8,4.9,2.0,0.0255,0.019600000000000003,0.0013,0.0192,0.222,0.8124,"3 tablespoons hoisin sauce #3 tablespoons sherry #¼ cup soy sauce #1 teaspoon barbeque sauce #2 green onions, chopped #2 cloves garlic, minced #1 tablespoon minced fresh ginger root #1 ½ pounds flank steak # skewers ",0.5
21,Pizza On The Grill I,14522,"Even with a baking stone, a conventional oven is no match for a professional oven when it comes to making pizza. At home, or rather in your backyard, the grill is the way to go. The heat of a hot grill is perfect, and makes it possible to make incredible pizza at home. Use your favorite toppings, but keep in mind not to overload the pizza. Keep it light. Try it - everything is better on the grill! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8298018.jpg,16,212.4,355,4.7,21.5,0.7,11.3,3.0,0.0111,0.0823,0.0016,0.012,0.0948,0.3992,"1 (.25 ounce) package active dry yeast #1 cup warm water #1 pinch white sugar #2 teaspoons kosher salt #1 tablespoon olive oil #3 ⅓ cups all-purpose flour #2 cloves garlic, minced #1 tablespoon chopped fresh basil #½ cup olive oil #1 teaspoon minced garlic #¼ cup tomato sauce #1 cup chopped tomatoes #¼ cup sliced black olives #¼ cup roasted red peppers #2 cups shredded mozzarella cheese #4 tablespoons chopped fresh basil ",1.1
22,Murphy Steaks,14523,"This is a very simple, quick, delicious recipe for garlic-stuffed steaks. We use a lot of garlic! Serve with baked potatoes and a green salad. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3719022.jpg,4,304.1,24,4.1,4.6,0.1,13.5,5.0,0.1128,0.0347,0.005,0.0438,0.6186,0.087,"2 pounds beef tenderloin steaks #1 bulb garlic, cloves separated and peeled # salt to taste # ground black pepper to taste ",0.3
23,Wisconsin Bratwurst,14524,"This is the only way to cook bratwurst in Wisconsin. The brats are incredibly tasty! If you can get fresh bratwurst from a sausage shop, do it... it is worth the extra cost. Serve with brown mustard on substantial hoagie rolls, never on hot dog buns. Mustard is important and must always be stone ground. Add warm sauerkraut and ketchup, if you like. Chow down! Think about those Wisconsin summers! Listen to some polka! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9248505.jpg,10,557.8,342,4.6,10.4,0.0,44.9,20.7,0.116,0.040799999999999996,0.0006,0.0329,0.3831,0.9076000000000001,"2 pounds fresh bratwurst sausages #2 onions, thinly sliced #1 cup butter #6 (12 fluid ounce) cans or bottles beer #1 ½ teaspoons ground black pepper #10 hoagie rolls ",0.1
24,Beer Steak,14525,Grilled steak with a simple beer marinade! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F697567.jpg,4,378.1,73,4.0,6.9,0.3,21.2,8.6,0.0814,0.0251,0.0338,0.077,0.425,3.4033,"4 (1/2 pound) rib-eye steaks, or steak of choice #2 tablespoons sea salt #2 tablespoons lemon pepper #2 (12 fluid ounce) cans or bottles beer of choice ",0.1
25,Pineapple Chicken Tenders,14526,Delicious little bites for an appetizer or a light meal with a salad! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9164424.jpg,10,159.9,586,4.4,14.7,13.3,2.2,0.6,0.0517,0.0229,0.001,0.0245,0.2181,0.3319,1 cup pineapple juice #½ cup packed brown sugar #⅓ cup light soy sauce #2 pounds chicken breast tenderloins or strips # skewers ,0.1
26,Greek Chicken,14527,"A very good light summer dish. I serve it with sliced tomatoes, feta cheese, and garlic bread. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9295930.jpg,8,412.4,359,4.5,3.5,0.0,30.7,6.7,0.09709999999999999,0.038200000000000005,0.002,0.030100000000000002,0.31910000000000005,0.09459999999999999,"½ cup olive oil #3 cloves garlic, chopped #1 tablespoon chopped fresh rosemary #1 tablespoon chopped fresh thyme #1 tablespoon chopped fresh oregano #2 lemons, juiced #1 (4 pound) chicken, cut into pieces ",1.4
27,Cajun Barbecued Chicken,14528,"Finally, I can contribute my own original recipe! I created this when I bought some marinated chicken at the deli and they would not divulge their recipe; I experimented and came up with an even better one! It IS original and it IS good! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F101235.jpg,6,234.9,43,4.5,1.7,0.2,12.1,2.0,0.06709999999999999,0.013699999999999999,0.0009,0.025,0.2465,0.5335,"¼ cup vegetable oil #½ cup white wine #2 tablespoons Cajun seasoning #6 skinless, boneless chicken breast halves ",0.2
28,Craig's Mystic Wings,14529,"Made with EIGHT habanero chile peppers, these wings are very, very HOT. Wear gloves to chop the peppers. Be warned, and be careful! Serve with ice cold beer and antacid! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6024666.jpg,6,320.2,25,4.6,51.7,37.6,8.0,2.1,0.0308,0.0571,0.0025,0.032299999999999995,0.5992000000000001,1.1967,"1 (18 ounce) bottle honey teriyaki barbeque sauce #½ cup Worcestershire sauce #¼ cup honey #3 dashes liquid smoke flavoring #1 ½ tablespoons grated fresh ginger #6 cloves crushed garlic #8 habanero peppers, seeded and minced #4 green chile peppers, chopped #3 tablespoons finely grated raw horseradish #18 chicken wings, separated at joints, tips discarded ",1.3
29,Chicken Roll Ups,14530,"Zesty chicken roll ups with bacon and barbecue sauce. Roll out the red carpet and roll up some great barbecue flavor! You'll get raves, because chicken stays moist and bacon and sauce add an interesting taste. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F565467.jpg,4,618,32,4.6,52.0,37.7,31.1,7.2,0.0875,0.0339,0.0016,0.0533,0.6494,2.6915999999999998,"4 skinless, boneless chicken breasts #4 slices honey flavored bacon #1 cup Italian-style salad dressing #1 (18 ounce) bottle barbecue sauce ",0.8
30,Beer Butt Chicken,14531,"A whole chicken is seasoned and slowly cooked on the grill. This is a bit unorthodox, but the end result is moist, flavorful, and amazing. All you'll need is some chicken, butter, beer, and seasonings. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3706549.jpg,8,514.2,734,4.7,3.0,0.2,40.3,19.4,0.158,0.029,0.002,0.0334,0.3353,1.6180999999999999,1 cup butter #2 tablespoons garlic salt #2 tablespoons paprika # salt and pepper to taste #1 (12 fluid ounce) can beer #1 (4 pound) whole chicken ,0.7
31,Creamy Chicken Breasts,14532,"This is an easy, delicious moist and tender grilled chicken dish. I've also used it cut-up and diced in salads. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4488407.jpg,4,285.8,67,4.5,9.1,8.4,21.8,3.2,0.048600000000000004,0.0081,0.0006,0.0124,0.1164,0.8901,"¾ cup creamy salad dressing #½ cup Italian-style salad dressing #⅛ teaspoon cayenne pepper #2 skinless, boneless chicken breast halves ",0.0
32,Caribbean Chicken Salad,14533,"With just a few things done ahead of time, your dinner can be a breeze. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1240494.jpg,4,442.9,133,4.6,68.8,44.2,11.3,1.6,0.033600000000000005,0.1188,0.0026,0.0876,0.777,1.5611,"2 skinless, boneless chicken breast halves #½ cup teriyaki marinade sauce #2 tomatoes, seeded and chopped #½ cup chopped onion #2 teaspoons minced jalapeno pepper #2 teaspoons chopped fresh cilantro #¼ cup Dijon mustard #¼ cup honey #1 ½ tablespoons white sugar #1 tablespoon vegetable oil #1 ½ tablespoons cider vinegar #1 ½ teaspoons lime juice #¾ pound mixed salad greens #1 (8 ounce) can pineapple chunks, drained #4 cups corn tortilla chips ",4.8
33,Ty's Barbequed Chicken,14534,"Cook on grill for tender, tasty chicken. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F699241.jpg,5,166.4,106,4.4,29.8,28.0,0.6,0.2,0.027399999999999997,0.023,0.0007,0.020399999999999998,0.2284,0.3493,"2 skinless, boneless chicken breasts #1 onion, chopped # salt and pepper to taste #4 tablespoons honey #4 tablespoons ketchup #4 tablespoons brown sugar #1 tablespoon soy sauce ",0.5
34,Malaysian Barbecue Chicken Wings,14535,"This is a Malaysian barbecue recipe that I came up with myself. It is very delicious, especially with chicken wings. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F56962.jpg,2,754.7,51,4.4,7.4,1.5,53.9,14.2,0.22640000000000002,0.0968,0.0047,0.0851,0.6701,3.0313000000000003,12 chicken wings #4 tablespoons soy sauce #2 tablespoons dark soy sauce #1 tablespoon sesame oil #2 tablespoons oyster sauce #½ tablespoon garlic powder #½ teaspoon onion powder # ground black pepper to taste #1 tablespoon dried basil ,1.5
35,Parsley Butter Seasoned Chicken,14536,Australians love a 'barbie' and I love to find any excuse to cook outside in the summer. This is a yummy barbecue recipe that tastes delicious with a tossed green salad. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7023672.jpg,7,676.1,10,3.9,13.1,1.4,52.1,24.4,0.2325,0.07390000000000001,0.0033,0.0545,0.4736,0.5002,"8 chicken legs #1 tablespoon butter #3 green onions, chopped #2 cloves crushed garlic #1 cup fresh bread crumbs #½ cup chopped parsley #1 cup butter #1 tablespoon coarse grained prepared mustard #1 clove crushed garlic #2 teaspoons curry powder ",1.5
36,Spicy Chicken Breasts,14537,"This is a great skinless, chicken breast recipe that can be served over salad greens or as an entree! If serving over salad greens, cut chicken into strips and top with your favorite salsa or dressing. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9198966.jpg,4,173,472,4.4,9.2,2.2,2.4,0.6,0.0684,0.060200000000000004,0.0039,0.052899999999999996,0.5187999999999999,1.8259,"2 ½ tablespoons paprika #2 tablespoons garlic powder #1 tablespoon salt #1 tablespoon onion powder #1 tablespoon dried thyme #1 tablespoon ground cayenne pepper #1 tablespoon ground black pepper #4 skinless, boneless chicken breast halves ",3.3
37,Stuffed Chicken,14538,"A delicious stuffed chicken recipe that uses about two breasts per person. Serve with rice and stir fried veggies, if desired. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F265439.jpg,2,212.8,8,4.0,4.8,1.5,8.4,1.3,0.0684,0.0275,0.001,0.0381,0.3964,0.3429,"1 tablespoon vegetable oil #½ onion, finely diced #1 stalk celery, diced #1 teaspoon hot pepper sauce #1 tablespoon Dijon-style prepared mustard #2 skinless, boneless chicken breast halves ",0.8
38,Prize Winning Baby Back Ribs,14539,"A foolproof, simple recipe for the most tender, delectable ribs you've ever had. Follow the directions exactly, and success is guaranteed! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9284053.jpg,6,440.6,586,4.6,16.9,11.1,30.0,11.0,0.117,0.06459999999999999,0.0026,0.0338,0.469,0.5818,1 tablespoon ground cumin #1 tablespoon chili powder #1 tablespoon paprika # salt and pepper to taste #3 pounds baby back pork ribs #1 cup barbeque sauce ,1.2
39,BBQ Steak Teriyaki,14540,"A great tasting steak on the grill, and very easy too. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F780381.jpg,6,266.4,12,4.2,10.2,8.5,11.7,4.2,0.0465,0.0502,0.0029,0.0631,0.5277000000000001,2.3619,"1 ½ pounds flank steak #10 fluid ounces teriyaki sauce #1 teaspoon ground ginger #1 tablespoon dark sesame oil #1 tablespoon grated orange zest #¼ cup cider vinegar #¼ cup water #⅛ teaspoon cayenne pepper #2 cloves garlic, minced ",0.2
40,Bacon Wrapped Shrimp,14541,Large shrimp tend to get rubbery when cooked. Grilling them is an excellent alternative. The bacon keeps them from drying out. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F295815.jpg,2,715.4,71,4.5,1.6,0.0,64.3,21.2,0.2016,0.0448,0.0024,0.0427,0.42069999999999996,1.2698,"20 large shrimp, peeled and deveined #10 slices bacon ",0.0
41,Spicy Burgers,14542,"These burgers are chock full of spicy peppers. When handling the chile peppers be sure to wear gloves, and don't let the pepper oils come in contact with your eyes. Serve on buns with your favorite toppings. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2373778.jpg,8,231.9,42,4.7,1.1,0.3,16.4,6.4,0.0704,0.0144,0.0022,0.019100000000000002,0.2677,0.06659999999999999,"2 pounds ground beef #2 teaspoons minced garlic #2 fresh jalapeno peppers, seeded and minced #1 small fresh poblano chile pepper, seeded and minced #1 fresh habanero pepper, seeded and minced (Optional)#1 teaspoon crushed red pepper flakes #2 tablespoons chopped fresh cilantro #1 teaspoon ground cumin ",0.4
42,Garlic and Onion Burgers,14543,This recipe makes very flavorful burgers. The secret is refrigerating the meat after adding the other ingredients. Use ground round or sirloin for the best results. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1055214.jpg,5,576.1,213,4.5,3.1,1.1,48.3,19.6,0.1544,0.031,0.0036,0.032799999999999996,0.4796,0.623,"2 pounds ground beef #1 tablespoon Worcestershire sauce #3 cloves garlic, minced #½ cup minced onion #1 teaspoon salt #½ teaspoon ground black pepper #1 teaspoon Italian-style seasoning ",0.5
43,Marinated Grilled Chicken II,14544,This recipe can be used for inexpensive chicken pieces or to grill a whole chicken. The Italian salad dressing gives the dish some zing! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9094189.jpg,4,291.4,101,4.7,5.8,4.6,18.5,3.3,0.06720000000000001,0.0159,0.0012,0.0246,0.2292,1.0406,"4 skinless, boneless chicken breast halves #½ (16 ounce) bottle Italian-style salad dressing #¼ teaspoon lemon pepper # salt to taste ",0.0
44,Cajun Chicken,14545,"Cajun-style grilled chicken breasts for varied meals such as Caesar salad, sandwiches, and a dinner entree! Cajun Chicken can be served hot or cold. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F965130.jpg,10,535.8,349,4.5,1.8,0.3,47.8,4.1,0.06720000000000001,0.028,0.0013,0.0261,0.24309999999999998,0.6202000000000001,"2 cups vegetable oil #2 tablespoons Cajun seasoning #2 tablespoons dried Italian-style seasoning # garlic powder to taste #2 tablespoons lemon pepper #10 skinless, boneless chicken breast halves - pounded to 1/2 inch thickness ",0.6
