,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients,dietary fiber
10,Black Glutinous Rice Porridge,21510,This recipe usually suitable for tea break and breaking fast during Ramadan. ,0,8,250.2,2,4.1,34.7,19.6,12.4,10.7,0.0,0.0253,0.0026,0.0272,0.19269999999999998,0.013099999999999999,1 ⅔ cups water #1 pandan leaf #¾ cup black glutinous rice #½ cup brown sugar #¼ cup white sugar #2 cups coconut milk ,0.8
11,Cheese and Sausage Stuffed Zucchini,21511,A wonderful way to cook up zucchini! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F457815.jpg,5,649.4,168,4.5,10.5,3.2,51.0,23.9,0.2189,0.5478999999999999,0.0027,0.054799999999999995,0.5659,1.6302,"12 ounces pork sausage #1 large zucchini #3 eggs, beaten #1 cup shredded Colby cheese #2 cups cottage cheese #1 ½ cups shredded Italian cheese blend #½ cup chopped onion #2 tablespoons Italian seasoning #½ teaspoon salt #½ teaspoon ground black pepper #1 pinch garlic salt #½ cup chopped tomatoes ",2.0
12,Country Sausage Gravy,21513,"This is a family favorite that my dad taught me long ago. It's very filling and if company arrives unexpectedly for breakfast, just add more flour and milk. This recipe works best with a cast iron skillet as it holds heat so well. And besides, it makes the meal more authentic! Serve over buttermilk biscuits. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4588995.jpg,4,700.1,173,4.6,20.3,8.1,60.1,25.3,0.1178,0.19669999999999999,0.0021000000000000003,0.0399,0.5849,1.3893,"1 pound pork sausage #1 onion, finely chopped #1 green bell pepper, finely chopped #1 teaspoon crushed red pepper flakes #2 tablespoons garlic, minced #4 tablespoons unsalted butter # salt and pepper to taste #4 tablespoons all-purpose flour #1 teaspoon minced fresh sage #1 teaspoon minced fresh thyme #2 cups milk, divided #2 cubes chicken bouillon #¼ cup minced fresh parsley ",1.4
13,Horseradish Corn on the Cob,21517,Sweet yellow tender ears of corn are enticing with a horseradish mustard butter. Tip: Horseradish butter can be used as a spread for sandwiches or vegetables. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F463213.jpg,8,203.8,40,4.4,23.6,3.0,12.7,7.5,0.0305,0.0078,0.0005,0.024399999999999998,0.2007,0.325,"½ cup butter, softened #½ teaspoon salt #¼ teaspoon ground black pepper #1 tablespoon fresh parsley, chopped #2 tablespoons prepared Dijon-style mustard #2 teaspoons prepared horseradish #8 ears corn, husked and cleaned ",2.6
14,Mexican Pasta,21518,A great vegetarian dish with a kick! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3656833.jpg,4,357.7,219,4.3,59.5,10.4,9.4,1.4,0.0,0.0719,0.0046,0.0441,0.4672,0.5889,"½ pound seashell pasta #2 tablespoons olive oil #2 onions, chopped #1 green bell pepper, chopped #½ cup sweet corn kernels #1 (15 ounce) can black beans, drained #1 (14.5 ounce) can peeled and diced tomatoes #¼ cup salsa #¼ cup sliced black olives #1 ½ tablespoons taco seasoning mix # salt and pepper to taste ",5.3
15,Simple Baked Beans II,21519,Has been described as soul food. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F11670.jpg,4,527.2,73,4.6,60.6,30.8,27.1,8.7,0.0386,0.0996,0.0032,0.07759999999999999,0.7225,1.5408,"½ pound bacon, chopped #1 onion, finely chopped #2 (15 ounce) cans baked beans #¼ cup brown sugar #¼ cup ketchup #¼ cup prepared mustard ",9.7
16,Pasta with Clam Sauce,21520,Rich and satisfying. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F84632.jpg,6,938.2,19,4.3,70.8,4.6,60.6,36.4,0.224,0.1911,0.0209,0.0706,0.9863,0.3575,"1 pound fresh mushrooms, sliced #1 green bell pepper, diced #2 tablespoons butter #1 pound fettuccini pasta #½ large head broccoli, cut into florets #¾ cup butter, divided #¼ cup grated Parmesan cheese #½ teaspoon dried oregano #½ teaspoon dried parsley #¼ teaspoon garlic powder #¼ teaspoon ground black pepper #¼ cup all-purpose flour #1 pint heavy cream #1 (14.5 ounce) can chicken broth #2 (6.5 ounce) cans minced clams, drained ",4.7
17,Pineapple Cheese Casserole,21521,Pineapple and cheese bake. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F701797.jpg,12,360,89,4.5,43.9,33.5,18.1,10.3,0.0451,0.19490000000000002,0.0011,0.023899999999999998,0.173,0.2822,"3 (15 ounce) cans pineapple chunks #2 ½ cups shredded Cheddar cheese #8 tablespoons pineapple juice #8 tablespoons all-purpose flour #1 cup white sugar #30 buttery round crackers, crushed #½ cup butter, sliced ",1.2
18,Herb Oyster Crackers,21522,"Use your own herb mix to season oyster crackers for a great snack on Super Bowl Sunday, or anytime! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F536135.jpg,12,424.6,34,4.6,37.7,2.3,28.3,5.4,0.0,0.0287,0.0021000000000000003,0.0003,0.0146,1.254,2 (12 ounce) packages oyster crackers #1 (1 ounce) package ranch dressing mix #½ teaspoon dried dill weed #½ teaspoon garlic powder #½ teaspoon lemon pepper #1 cup vegetable oil ,1.7
19,Mom's Yummy Onion Casserole,21524,My Mother used to always make this casserole on holidays. It was always a hit! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1224080.jpg,8,393.4,19,4.5,30.3,11.2,26.0,12.4,0.046700000000000005,0.26180000000000003,0.0014,0.045,0.6492,0.7299,"¼ cup butter #9 large onions, sliced #1 (7 ounce) bag sour cream-and-onion-flavored potato chips, crushed #1 cube beef bouillon #½ cup water #1 (10.75 ounce) can condensed cream of mushroom soup #2 cups shredded Cheddar cheese ",4.3
20,Apple Crisp,21525,I got this recipe from my favorite health food store. It is wonderful!! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F47182.jpg,4,491.1,206,4.6,53.0,33.0,31.3,9.2,0.0305,0.0559,0.0018,0.0525,0.3142,0.0889,"4 apples - peeled, cored and chopped #1 dash ground cinnamon #1 dash ground nutmeg #½ cup walnuts #½ cup pecans #½ cup brown sugar #½ cup all-purpose flour #4 tablespoons butter, diced #1 pinch salt ",6.2
21,Shrimp Enchiladas,21526,"Tasty and ready in 20 minutes. Serve with salad, rice and black beans. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8279751.jpg,4,444.4,35,4.0,37.2,4.0,26.3,6.7,0.0576,0.2221,0.0031,0.0498,0.5287000000000001,1.2338,"5 tablespoons olive oil #2 cloves minced garlic #1 teaspoon ground ginger #½ teaspoon hot sauce #16 large shrimp, peeled and deveined, without tails #4 (8 inch) flour tortillas #¾ cup shredded Cheddar and Monterey cheese blend #2 cups fresh salsa ",3.8
22,Amaretto Divine,21527,"A luscious, special occasion dessert. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4572188.jpg,10,887.9,83,4.7,93.6,69.7,48.1,17.5,0.1313,0.154,0.0015,0.032,0.2506,0.5883999999999999,"1 (18.25 ounce) package yellow cake mix #1 cup non dairy amaretto flavored creamer #1 cup amaretto liqueur #3 eggs #⅓ cup vegetable oil #1 (3.5 ounce) package instant vanilla pudding mix #1 cup non dairy amaretto flavored creamer #¼ cup amaretto liqueur #2 cups heavy cream, whipped #4 (1.4 ounce) bars chocolate covered toffee bars, chopped #1 (1.5 ounce) bar chocolate candy bar, melted #½ cup sliced almonds ",1.7
23,Pesto Pizza,21528,A great alternative to your regular pizza. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5423214.jpg,6,393.7,141,4.6,39.3,3.7,19.9,7.8,0.0356,0.2821,0.0014,0.020300000000000002,0.16419999999999998,0.9368,"1 (12 inch) pre-baked pizza crust #½ cup pesto #1 ripe tomato, chopped #½ cup green bell pepper, chopped #1 (2 ounce) can chopped black olives, drained #½ small red onion, chopped #1 (4 ounce) can artichoke hearts, drained and sliced #1 cup crumbled feta cheese ",3.0
24,Mini Cheesecakes III,21530,This is a delicious recipe that is perfect for an on-the-go snack. Plus it is a great treat for kids. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1277450.jpg,6,219,463,4.7,15.2,12.1,16.1,8.8,0.0721,0.0365,0.0008,0.0048,0.06520000000000001,0.1711,"⅓ cup graham cracker crumbs #1 tablespoon white sugar #1 tablespoon margarine, melted #1 (8 ounce) package cream cheese, softened #¼ cup white sugar #1 ½ teaspoons lemon juice #½ teaspoon grated lemon zest #¼ teaspoon vanilla extract #1 egg ",0.2
25,Sago Sabudana Khichdi,21531,"This Indian snack food made with sago is a traditional favorite, often enjoyed during periods of fasting. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F108390.jpg,2,613.4,3,4.3,76.2,7.3,32.7,18.3,0.0674,0.0938,0.0027,0.038700000000000005,0.36469999999999997,0.0357,"1 cup dry sago #¼ cup ghee #2 green chile peppers, chopped #1 teaspoon cumin seeds #2 tablespoons coarsely ground peanuts #2 tablespoons grated fresh coconut #1 teaspoon white sugar # salt to taste #2 tablespoons chopped cilantro (Optional)#¼ cup plain yogurt (Optional)",2.2
26,Stuffed Shells,21532,Jumbo stuffed shells filled with three types of cheese are topped with a savory tomato sauce in this family-friendly pasta dish that'll have everyone coming back for seconds! These stuffed shells are easy-to-make and always guaranteed to be a hit. This rich and cheesy comfort-food meal looks like a deep-dish pizza when it's done. I altered what I was originally given because I did not like cottage cheese and added other ingredients that I thought it deserved. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F4bf9b2dda22448998fc7272066e862a6%2F1646352391IMG_20220303_173038606.jpg,10,549.7,818,4.5,43.7,9.3,24.5,13.9,0.1156,0.8837999999999999,0.0029,0.0708,0.5938,1.5442,"1 (12 ounce) package jumbo pasta shells #1 (32 ounce) container ricotta cheese #1 pound shredded mozzarella cheese, divided #8 ounces grated Parmesan cheese, divided #2 large eggs, beaten #1 tablespoon dried parsley #1 teaspoon salt, or more to taste #1 teaspoon ground black pepper #1 (28 ounce) jar pasta sauce #8 ounces sliced fresh mushrooms ",3.4
27,Salmon in Creamy Silk Sauce,21533,"A delicious, elegant and easy way to impress your company! Thick, rich and creamy silk sauce has a wonderful lightly sweet flavor! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F12384.jpg,4,708.3,23,4.3,8.1,1.0,65.4,30.8,0.2086,0.10479999999999999,0.0013,0.0476,0.5641,0.2061,"6 slices lemon #¼ cup fresh rosemary #¼ cup fresh thyme #4 (4 ounce) fillets salmon #⅓ cup butter #3 tablespoons olive oil #4 cloves garlic, diced #½ cup diced onion #1 ¼ cups heavy cream #1 tablespoon chopped fresh mint leaves ",1.9
28,Elin's Pickled Pumpkin,21535,"Pickled pumpkin is a holiday tradition waiting to happen! Diced pumpkin is pickled overnight in vinegar with sugar, cinnamon and cloves. Use 1 cup of water along with the vinegar for a milder flavor. The longer the pickled pumpkin is stored before serving, the better it tastes. Rescue all those poor Halloween pumpkins by doubling or tripling the recipe for pickled pumpkin throughout the holidays. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F67b3d5401359bac7791d02ba02c6b42d%2F913806.jpg,32,138.9,13,4.9,35.5,32.0,0.1,0.0,0.0,0.019100000000000002,0.0005,0.0070999999999999995,0.1953,0.0019,4 pounds peeled and diced pumpkin #5 cups white sugar #5 cups distilled white vinegar #4 cinnamon sticks #15 whole cloves ,0.6
29,Potato and Bread Cutlets,21536,Crispy fried potato cutlets are a delicious companion for eggs and bacon. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F874267.jpg,4,296.2,3,4.3,46.6,3.3,8.8,1.5,0.0465,0.085,0.0024,0.037700000000000004,0.43539999999999995,0.8874,"1 pound potatoes, peeled #2 slices bread, cubed #1 egg, beaten #1 teaspoon salt #½ teaspoon ground cayenne pepper #1 jalapeno pepper, seeded and minced #2 sprigs fresh cilantro, chopped #1 cup bread crumbs #1 cup vegetable oil for frying ",3.5
30,Shrimp Vermicelli Salad,21537,"This is a great salad to go with cold sandwiches, or to take to a barbeque. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1222714.jpg,10,376.5,25,4.2,34.3,1.9,19.6,3.3,0.0987,0.0578,0.003,0.039200000000000006,0.198,0.26630000000000004,"1 pound vermicelli pasta #1 pound cooked shrimp #2 stalks celery, chopped #1 tablespoon chopped fresh parsley #1 clove garlic, crushed #1 teaspoon dried thyme #1 cup mayonnaise #¼ cup grated Parmesan cheese # salt and pepper to taste ",1.7
31,Macaroni Salad II,21538,"This was given to me years ago by a coworker. This is a very refreshing salad. Add cherries, if desired. ",0,8,528.5,12,4.1,103.8,55.0,7.3,5.3,0.0465,0.0314,0.0024,0.0415,0.2195,0.1669,"1 pound macaroni #1 (11 ounce) can mandarin oranges, drained and liquid reserved #1 (20 ounce) can pineapple chunks, juice reserved #2 eggs, beaten #½ teaspoon salt #1 ½ cups white sugar #2 tablespoons all-purpose flour #1 teaspoon lemon juice #1 (8 ounce) container frozen whipped topping, thawed ",3.4
32,Queenie's Killer Tomato Bagel Sandwich,21539,A pleasant breakfast treat. Easy to prepare and totally portable! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F11349.jpg,1,357.6,143,4.7,50.8,1.7,11.7,6.6,0.0319,0.0988,0.0037,0.0357,0.2772,0.5642999999999999,"1 bagel, split and toasted #2 tablespoons cream cheese #1 roma (plum) tomatoes, thinly sliced # salt and pepper to taste #4 leaves fresh basil ",2.8
33,Blueberry Potato Cake,21540,My grandmother used to make this when I was young and it is delicious. Its great for breakfast or for a midday snack. ,0,12,419.5,4,3.6,58.5,36.2,19.1,4.8,0.062,0.0508,0.0016,0.015300000000000001,0.1945,0.1343,"1 large potato, peeled and cubed #1 cup shortening #2 cups white sugar #4 eggs #2 teaspoons vanilla extract #2 cups all-purpose flour #2 teaspoons baking powder #¼ teaspoon salt #2 cups blueberries ",1.8
34,Shortcut Chicken Manicotti,21541,This is a wonderful recipe that uses uncooked manicotti noodles. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1065362.jpg,5,511.7,41,4.2,36.7,4.5,26.4,14.3,0.124,0.43660000000000004,0.0037,0.096,0.6206,0.8256,"2 skinless, boneless chicken breast halves - cubed #1 egg, beaten #1 (10 ounce) package frozen chopped spinach, thawed and drained #½ cup drained, creamed cottage cheese #¼ cup grated Parmesan cheese #10 manicotti shells #1 (10.75 ounce) can condensed cream of chicken soup #1 (8 ounce) container sour cream #1 cup milk #1 teaspoon Italian seasoning #1 cup boiling water #1 cup shredded Cheddar cheese #2 tablespoons chopped fresh parsley ",3.0
35,Sweet and Sour Fish,21542,Any kind of filleted fish can be substituted in this recipe. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2352811.jpg,3,435,17,4.3,30.7,23.1,20.0,2.6,0.0484,0.0986,0.0021000000000000003,0.14980000000000002,0.9687,0.5531,"1 pound halibut #1 tablespoon soy sauce #1 tablespoon all-purpose flour #2 cups oil for deep frying #1 green bell pepper, diced #1 onion, diced #1 (8 ounce) can pineapple chunks, juice reserved #1 ½ tablespoons white sugar # salt to taste #3 tablespoons ketchup #1 tablespoon water #1 teaspoon sesame oil #2 teaspoons all-purpose flour ",2.1
36,Quiche a la Denise,21543,"Quick, easy, delicious and very impressive. You may use whatever cheese and herbs you like for this dish. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4581637.jpg,6,238.9,6,3.9,18.8,1.4,14.9,5.0,0.11109999999999999,0.0965,0.0014,0.0143,0.10629999999999999,0.2873,"1 (9 inch) unbaked 9 inch pie crust #½ cup shredded Swiss cheese #½ onion, minced #1 (4.5 ounce) can sliced mushrooms, drained #3 egg yolks #2 egg whites #2 tablespoons all-purpose flour #2 tablespoons milk #½ teaspoon chopped fresh thyme # salt and pepper to taste ",1.8
37,Easy Quiche Lorraine,21544,It's a delicious way to start a meal! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1080085.jpg,6,461.2,280,4.6,21.1,4.3,33.8,13.0,0.1418,0.30710000000000004,0.0016,0.0295,0.255,0.6417,"1 recipe pastry for a 9 inch single crust pie #6 slices bacon #1 onion, chopped #3 eggs, beaten #1 ½ cups milk #¼ teaspoon salt #1 ½ cups shredded Swiss cheese #1 tablespoon all-purpose flour ",1.4
38,Donna's Lasagna,21545,"This is a great tasting lasagna, and a family favorite. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F426601.jpg,12,406.3,57,4.5,26.4,8.2,19.7,9.7,0.0968,0.4007,0.0033,0.048799999999999996,0.6613,1.318,"1 pound lean ground beef #8 ounces Italian sausage, casings removed #1 (10.75 ounce) can tomato puree #2 (6 ounce) cans tomato paste #2 tablespoons white sugar #1 teaspoon salt #1 clove garlic, minced #1 ½ tablespoons dried parsley #9 lasagna noodles #3 cups cottage cheese #2 eggs, beaten #½ teaspoon ground black pepper #½ cup grated Parmesan cheese #1 ½ tablespoons dried parsley #½ teaspoon salt #16 ounces sliced mozzarella cheese ",2.4
39,Rayna's Peanut Butter Jammies,21546,"A new twist on the usual French toast. Easy to make and kids of all ages love 'em! Serve topped with syrup, apple or honey butter. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6201672.jpg,4,469.9,13,3.9,48.9,18.4,25.5,8.2,0.06420000000000001,0.1374,0.0028,0.067,0.3388,0.5658,"8 slices bread #½ cup peanut butter #¼ cup any flavor fruit jam #1 egg, beaten #½ cup milk #2 teaspoons white sugar #1 pinch salt #2 tablespoons butter ",3.4
40,Stuffing without a Turkey,21547,"A great dish that combines store bought stuffing with olives, pickles and herbs to create a magnificent concoction sure become a Thanksgiving--or anytime--favorite. I use milk in place of water when preparing the stuffing mix. ",0,8,536.9,3,5.0,60.8,6.7,21.9,7.9,0.0643,0.08059999999999999,0.0050999999999999995,0.0683,0.981,0.9048999999999999,"2 (6 ounce) packages dry bread stuffing mix #1 ½ pounds lean ground beef #½ cup chopped onions #¼ teaspoon chopped garlic #3 large potatoes, chopped #1 tablespoon vegetable oil #½ teaspoon ground black pepper # salt to taste #2 (4 ounce) jars chopped pimento peppers #½ cup chopped black olives #¼ cup sweet pickles, finely chopped #¼ cup dill pickles, diced ",5.5
41,Rhubarb Muffins I,21548,These muffins are very moist and have a nice flavor from the orange juice and orange zest. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7522433.jpg,12,192.6,13,4.0,34.2,17.5,5.2,0.9,0.0155,0.0512,0.0012,0.0085,0.0722,0.29769999999999996,"1 egg, beaten #¼ cup vegetable oil #¾ cup orange juice #2 teaspoons grated orange zest #2 cups all-purpose flour #¾ cup white sugar #1 ½ teaspoons baking powder #½ teaspoon baking soda #1 teaspoon salt #1 ¼ cups finely chopped rhubarb ",0.9
