,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,sugars,calcium,magnesium,potassium,sodium,ingredients,dietary fiber,fat,saturated fat,cholesterol,iron
13,Peanut Butter Pie XX,24113,This is a recipe of my late grandmother's. It is easy to make and always gets rave reviews! ,0,8,274.2,1,3.8,35.8,30.0,0.0134,0.0418,0.18180000000000002,0.21,1 cup confectioners' sugar #½ cup peanut butter #1 (4.6 ounce) package non-instant vanilla pudding mix #2 egg whites #½ cup chopped peanuts ,1.8,12.7,2.3,0.0,0.0005
14,Green Grape Pie,24114,A friend sent me this recipe from overseas and I was never able to decipher it into US measures until now. This is a surprisingly delicious pie!!! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7298209.jpg,10,336,11,3.5,53.0,42.5,0.0444,0.014,0.24980000000000002,0.1651,"2 cups graham cracker crumbs #¼ cup white sugar #6 tablespoons butter, melted #1 tablespoon cornstarch #⅔ cup white sugar #¼ cup cold water #2 ¼ pounds seedless green grapes #1 tablespoon lemon juice #1 cup sour cream #4 teaspoons white sugar #1 teaspoon vanilla extract ",1.5,14.0,7.8,0.028399999999999998,0.0009
15,Celebration Pie,24115,I have made this for a long time and don't remember where I got it. My kids named it. My grand kids request this as dessert when they stay the night! Use any flavor drink mix and any crumb crust. ,0,8,376,6,4.2,50.2,43.2,0.1464,0.018,0.2099,0.2266,"1 (9 inch) prepared graham cracker crust #1 (14 ounce) can sweetened condensed milk #1 (0.13 ounce) package unsweetened, fruit-flavored soft drink mix #1 (8 ounce) container frozen whipped topping, thawed ",0.4,17.9,10.2,0.0167,0.0007
16,Frozen Key Lime Pie,24116,"A very easy and light pie..not to mention how addicting it is! A great summer refresher. Please note: this recipe contains raw eggs. We recommend that pregnant women, young children, the elderly and the infirm do not consume raw eggs. Important: be sure to use only fresh eggs for this recipe. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1050657.jpg,8,246.6,10,4.8,34.0,26.1,0.0683,0.012199999999999999,0.14930000000000002,0.204,4 egg yolks #1 (5 ounce) can sweetened condensed milk #¼ cup key lime juice #4 egg whites #¼ cup white sugar #¼ teaspoon cream of tartar #1 (9 inch) prepared graham cracker crust ,0.4,10.3,3.1,0.10840000000000001,0.0009
17,Grammie's No-Crust Apple Pie,24117,A very easy and quick recipe for a GREAT apple pie! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1108073.jpg,8,405.8,17,4.2,61.8,44.3,0.09359999999999999,0.0211,0.2175,0.38089999999999996,"6 cups apples - peeled, cored and sliced #1 ¼ teaspoons ground cinnamon #¼ teaspoon ground nutmeg #1 cup white sugar #½ cup buttermilk baking mix #¾ cup milk #2 eggs #2 tablespoons butter, softened #1 cup buttermilk baking mix #½ cup chopped walnuts #⅓ cup dark brown sugar #3 tablespoons margarine, chilled ",3.1,16.9,4.6,0.056,0.0014
18,No Roll Pie Crust II,24118,"I never could figure out how to roll out a pie crust so my grandma gave me this wonderful recipe when I was ten, and I still use it, it's really easy! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F50553.jpg,8,213,157,4.4,18.6,0.8,0.0081,0.0056,0.0308,0.1474,1 ½ cups all-purpose flour #1 teaspoon white sugar #½ teaspoon salt #½ cup canola oil #2 tablespoons milk ,0.6,14.3,1.1,0.0003,0.0011
19,Chocolate Ribbon Pie,24119,A quick pie with a layer of chocolate pudding atop a cream cheese layer and finished with a layer of whipped topping. Garnish with chocolate shavings if desired. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F643603.jpg,8,426.3,34,4.4,52.1,37.2,0.0983,0.0318,0.2276,0.6522,"4 ounces cream cheese, softened #2 tablespoons white sugar #1 tablespoon milk #1 (8 ounce) container frozen whipped topping, thawed #2 (3.9 ounce) packages instant chocolate pudding mix #2 cups milk #1 (9 inch) prepared chocolate cookie crumb crust ",1.4,22.5,12.1,0.0209,0.0014
20,Pumpkin Chiffon Pie III,24120,"A very light pumpkin pie. Great after the big Thanksgiving meal, or anytime. A tradition at our home for 15 years. Garnish with sweetened whipped cream if desired. ",0,8,321,1,4.0,48.9,37.4,0.0856,0.0335,0.2359,0.31910000000000005,"1 ⅓ cups quick-cooking oats #⅓ cup brown sugar #¾ teaspoon ground cinnamon #⅓ cup butter #1 (.25 ounce) package unflavored gelatin #⅔ cup brown sugar #½ teaspoon salt #½ teaspoon ground cinnamon #½ teaspoon ground ginger #¼ teaspoon ground mace #5 egg yolks, beaten #¾ cup milk #1 cup pumpkin puree #3 egg whites #¼ teaspoon cream of tartar #⅓ cup white sugar ",2.5,11.9,6.3,0.1502,0.0016
21,Pumpkin Chiffon Pie IV,24121,"A quick and easy pumpkin pie, light tasting and low in sugar and calories! ",0,8,205.3,3,3.8,30.3,16.2,0.11209999999999999,0.0206,0.19419999999999998,0.4059,"1 (9 inch) prepared graham cracker crust #1 cup pumpkin puree #1 (1 ounce) package instant sugar-free vanilla pudding mix #½ teaspoon pumpkin pie spice #1 cup nonfat evaporated milk #1 ½ cups lite frozen whipped topping, thawed ",1.3,8.1,2.9,0.0013,0.0011
22,Pear Banana Berry Bake,24122,The combination of fruit in this dish really compliment each other. It can be made a day before serving. That is if you can keep in the fridge with out anyone sneaking a bite! It's that good! Sometimes we double the topping part. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F857791.jpg,8,254.9,17,4.5,53.7,35.0,0.026199999999999998,0.0322,0.3827,0.0745,"1 (15 ounce) can pear halves, drained #1 cup fresh cranberries #4 cups sliced banana #¼ cup orange juice #¼ cup white sugar #⅛ teaspoon salt #⅛ teaspoon ground cloves #½ cup brown sugar #½ cup all-purpose flour #¼ cup rolled oats #⅛ teaspoon ground cloves #½ teaspoon grated orange zest #3 tablespoons butter, softened ",3.9,4.9,2.9,0.0114,0.001
23,Mock Cheese Cake Pie,24123,What could be simpler? Instant pudding mixed with cherry pie filling and yogurt! Excellent served with whipped topping. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1099669.jpg,8,276.6,2,3.0,51.0,26.1,0.0692,0.014,0.1551,0.3579,1 cup plain yogurt #1 (3.5 ounce) package instant vanilla pudding mix #1 (16 ounce) can cherry pie filling #3 tablespoons white sugar #1 (9 inch) prepared graham cracker crust ,0.7,7.1,1.7,0.0018,0.0007
24,Mom's Chicken Pie,24124,"A super simple recipe for a pie that you can serve everyday. You can also trade the chicken for turkey, which may help you finish all the leftover Thanksgiving turkey! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4224051.jpg,8,574.4,6,3.3,31.6,1.2,0.11009999999999999,0.0746,0.5446,0.3489,"1 pound fresh spinach #4 cups cooked chicken, chopped #1 cup sliced mushrooms #1 cup sour cream # salt and pepper to taste #1 (17.25 ounce) package frozen puff pastry, thawed #1 egg, beaten ",2.6,38.7,12.3,0.0905,0.004200000000000001
25,No Bake Double Chocolate Coconut Pie,24125,"If you love chocolate and coconut, this is the only dessert for you! A rich and refreshing chocolate and coconut dream! Note: To toast coconut, spread in shallow pan and bake in 375 degree oven, 10 minutes or until golden. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9391265.jpg,8,368,6,4.5,51.9,35.0,0.09720000000000001,0.0349,0.3454,0.32330000000000003,"3 tablespoons butter #3 (1 ounce) squares semisweet chocolate, chopped #2 ½ cups flaked coconut, toasted #2 (1.3 ounce) envelopes whipped topping mix #1 cup milk #1 (3.9 ounce) package instant chocolate pudding mix #1 ½ cups milk #2 bananas, sliced #8 maraschino cherries ",4.4,16.0,11.8,0.0175,0.0012
26,Old English Cream Pie Filling,24126,"Makes excellent banana, coconut, or chocolate cream pie. This was given to me by a friend many years ago. For banana slice a layer of bananas in pie pan then fill half full with filling add more bananas then rest of filling. For chocolate, add 2 squares semi-sweet chocolate to hot milk and an additional 1/2 cup sugar. Good just to eat as pudding. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6852289.jpg,16,235.6,48,4.6,43.1,34.0,0.14880000000000002,0.0149,0.1977,0.21969999999999998,"2 quarts milk #2 tablespoons butter #3 eggs, beaten #2 ¼ cups white sugar #1 ¼ cups cornstarch #1 teaspoon salt #2 teaspoons vanilla extract ",0.1,4.8,2.7,0.0485,0.0003
27,Apple Oatmeal Crisp,24127,"Its easy to make, one bowl and no mess. This has been handed down from my grandmother and I would like to share it with you. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9012724.jpg,8,375.6,815,4.5,65.2,44.2,0.0425,0.0229,0.1462,0.09090000000000001,"1 cup brown sugar #1 cup rolled oats #1 cup all-purpose flour #½ cup butter, melted #3 cups apples - peeled, cored and chopped #½ cup white sugar #2 teaspoons ground cinnamon ",2.9,12.4,7.4,0.0305,0.0015
28,Portuguese Custard Tarts - Pasteis de Nata,24128,These are delicious Portuguese Custard Tarts. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F96222.jpg,12,335.9,108,4.3,38.7,18.5,0.038799999999999994,0.0092,0.0648,0.1142,"1 cup milk #3 tablespoons cornstarch #½ vanilla bean #1 cup white sugar #6 egg yolks #1 (17.5 ounce) package frozen puff pastry, thawed ",0.6,18.2,5.0,0.104,0.0013
29,Breakfast Pizza II,24129,This is a great recipe for weekend breakfast! Try serving it with salsa on the side. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F210412.jpg,6,796.8,20,4.3,20.7,4.3,0.6217,0.0431,0.38380000000000003,1.6521,"1 pound ground pork sausage #1 (8 ounce) can refrigerated crescent rolls #1 (10 ounce) can diced tomatoes with green chile peppers, drained #1 (6 ounce) can mushrooms, drained and chopped #8 ounces shredded Cheddar cheese, divided #8 ounces shredded mozzarella cheese, divided #6 eggs #1 teaspoon Worcestershire sauce # salt and pepper to taste ",1.1,62.1,26.3,0.3013,0.0033
30,Overnight French Toast II,24130,Make this the night before and enjoy brunch with your kids rather than catering to them! Also great for taking places because the syrup is built-in. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5879394.jpg,5,722.7,217,4.4,104.0,51.1,0.1948,0.0437,0.3568,0.9469,"2 tablespoons corn syrup #½ cup butter #1 cup packed brown sugar #1 (1 pound) loaf French bread, sliced #5 eggs #1 ½ cups milk #1 teaspoon vanilla extract #¼ teaspoon salt ",2.2,26.5,14.6,0.2407,0.0045
31,Rhubarb Muffins II,24131,"Serve with cream cheese, butter or your own rhubarb sauce on the side. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1278831.jpg,12,256.7,23,3.5,47.0,25.8,0.0819,0.0205,0.1251,0.3431,"2 ½ cups all-purpose flour #1 teaspoon baking soda #1 teaspoon ground cinnamon #1 teaspoon salt #½ cup packed brown sugar #1 cup buttermilk #1 egg #1 teaspoon vanilla extract #2 ½ cups chopped fresh rhubarb #½ cup chopped walnuts #½ cup white sugar #2 tablespoons butter, softened ",1.6,6.0,1.8,0.0214,0.0016
32,Apple Raisin French Toast Strata,24132,"A simple but elegant way to make breakfast fast. Put together the night before, and bake while you're in the shower. Serve with lots of extra maple syrup! You may also add extra raisins if you wish. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1080868.jpg,12,354.1,362,4.5,28.3,7.5,0.1169,0.0214,0.2434,0.3098,"1 (1 pound) loaf cinnamon raisin bread, cubed #1 (8 ounce) package cream cheese, diced #1 cup diced peeled apples #8 eggs #2 ½ cups half-and-half cream #6 tablespoons butter, melted #¼ cup maple syrup ",1.9,23.1,12.8,0.1785,0.002
33,Baked Pancake Squares,24133,"These squares combine the taste of pancakes with the texture of pound cake. Serve with maple syrup, honey, or jam. Add mini-chocolate chips for a special treat! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1948840.jpg,16,53.4,54,4.1,7.4,1.4,0.042,0.0035,0.039,0.1033,"¾ cup milk #2 tablespoons butter, melted #¼ cup egg substitute #1 tablespoon white sugar #1 cup all-purpose flour #2 teaspoons baking powder #¼ teaspoon salt ",0.2,1.9,1.1,0.0048,0.0005
34,Barb's Pumpkin Chocolate Chip Muffins,24134,"They may sound a little weird, but if you decide to use some good semi-sweet chips, they turn out mighty tasty. You may substitute walnuts for the chocolate chips if you wish. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F194438.jpg,24,213,74,4.0,44.4,29.6,0.015099999999999999,0.0178,0.0983,0.26380000000000003,"3 ⅓ cups all-purpose flour #2 teaspoons baking soda #3 cups white sugar #1 teaspoon salt #1 teaspoon ground nutmeg #2 cups canned pumpkin puree #4 eggs, beaten #.666 cup water #1 cup semisweet chocolate chips ",1.5,3.2,1.6,0.031,0.0015
35,Best Ever Cinnamon Pull Aparts,24135,"These are the easiest, most incredible cinnamon pull aparts you will ever have. We make them once a year on Christmas morning! You may adjust the amount of cinnamon to suit your taste. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8416911.jpg,18,285.5,70,3.8,44.1,25.8,0.0425,0.0129,0.097,0.4845,3 (10 ounce) cans refrigerated biscuit dough #2 cups white sugar #4 tablespoons ground cinnamon #¼ cup melted butter #½ cup chopped pecans ,1.5,11.3,3.5,0.0072,0.0014
36,Bob's Cinnamon-Oatmeal Pancakes,24136,"This pancake recipe is as good as it gets. Cinnamon, oatmeal and raisins make this a too good, and sinfully tasty pancake! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F186708.jpg,4,378,14,3.6,64.9,13.0,0.1173,0.0423,0.2392,0.22740000000000002,"1 ¾ cups apple cider #1 cup quick cooking oats #2 tablespoons butter, melted #2 tablespoons cider vinegar #1 teaspoon ground cinnamon #¾ cup all-purpose flour #1 ½ teaspoons baking powder #¾ cup raisins #2 eggs ",3.6,9.9,4.7,0.1083,0.0029
37,Breakfast Crisp,24137,"A wonderful wake-up, from Walnut Ridge Bed and Breakfast in Maryland. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F513756.jpg,4,360.1,53,3.9,51.0,18.1,0.0969,0.0493,0.1749,0.5367999999999999,"1 ½ cups quick cooking oats #½ cup unbleached all-purpose flour #1 teaspoon baking powder #½ teaspoon ground cinnamon #½ teaspoon salt #½ cup brown sugar #¼ cup margarine, softened #1 egg ",3.6,14.6,2.7,0.0465,0.0025
38,Buttermilk Pancakes I,24138,These are very delicious pancakes and my family loves them. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F585933.jpg,4,360,500,4.5,46.3,16.4,0.15130000000000002,0.018699999999999998,0.1746,0.5032,1 ¼ cups all-purpose flour #1 egg #1 ¼ cups buttermilk #¼ cup white sugar #1 teaspoon baking powder #1 teaspoon baking soda #¼ cup vegetable oil ,1.1,15.9,3.0,0.0496,0.0022
39,Brunch Omelet Torte,24139,"This recipe requires some time to prepare, but is sensational for a special breakfast or brunch. The torte can be refrigerated overnight and baked before serving. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8850739.jpg,8,781.4,68,4.8,55.3,3.5,0.2442,0.0303,0.24869999999999998,0.9466,"1 (17.5 ounce) package frozen puff pastry sheets, thawed #¼ cup butter #6 red potatoes, peeled and sliced 1/8 inch thick #1 onion, thinly sliced into rings #¼ teaspoon salt #¼ teaspoon black pepper #2 tablespoons butter, divided #6 eggs #¼ cup chopped fresh parsley #1 pinch salt #1 pinch black pepper #2 tablespoons water #8 ounces cooked ham, thinly sliced #2 cups shredded Cheddar cheese, divided #1 egg #1 tablespoon water ",3.6,51.1,20.6,0.231,0.003
40,Cheesy Ham and Asparagus Bake,24140,"Even if you think you don't like asparagus you have to try this. It is a wonderfully easy quiche-like casserole to throw together for breakfast. This can be prepared the night before, covered, and put in the refrigerator overnight. Just be sure to allow extra cook time. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3379877.jpg,12,201.4,68,4.4,12.1,3.0,0.1628,0.0208,0.2486,0.5358999999999999,"1 ½ cups chopped cooked ham #½ cup chopped onion #¼ cup chopped red bell peppers #1 (10 ounce) package frozen cut asparagus, thawed #8 eggs #2 cups milk #1 cup all-purpose flour #¼ cup grated Parmesan cheese #¾ teaspoon dried tarragon #¾ teaspoon salt #½ teaspoon black pepper #1 cup shredded Cheddar cheese ",0.9,11.0,5.0,0.14809999999999998,0.0016
41,Chocolate Waffles I,24141,I use to beg my mom to make these for me when I was growing up. Now I make them for my 2 daughters and they absolutely love them! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2900185.jpg,10,225.8,166,4.2,36.1,20.5,0.1005,0.0165,0.0974,0.2899,"1 ½ cups all-purpose flour #3 teaspoons baking powder #½ teaspoon salt #½ cup white sugar #3 tablespoons unsweetened cocoa powder #1 cup milk #2 eggs #4 tablespoons butter, melted #1 tablespoon butter, softened #¾ cup confectioners' sugar #½ teaspoon vanilla extract #1 teaspoon milk ",1.0,7.6,4.4,0.0544,0.0014
42,Cinnamon Raisin Swirl Bread,24142,"Delicioso! Made using bread machine and normal oven, also usable without bread machine. Like a giant Cinnamon bun. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F888720.jpg,20,59.3,142,4.7,8.3,3.3,0.0068,0.0021000000000000003,0.039200000000000006,0.13040000000000002,"1 ½ cups warm water #2 tablespoons milk #2 tablespoons shortening #1 teaspoon salt #4 cups bread flour #3 tablespoons white sugar #2 teaspoons active dry yeast #1 cup raisins #2 tablespoons butter, softened #2 tablespoons brown sugar #1 teaspoon ground cinnamon #1 tablespoon butter, melted ",0.3,3.1,1.4,0.0047,0.0002
43,Country House Bed and Breakfast Casserole,24143,"A delicious casserole that can be altered in many ways to change it from day to day. You may substitute bacon or sausage for the ham if you wish. Add peppers, onions, hash browns or anything else that suits your fancy. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F3db21de5511e59f9c24aad6a968f6bd5%2F7515596.jpg,4,358,136,4.5,4.9,2.8,0.18930000000000002,0.020300000000000002,0.2602,0.7326,"¼ cup butter #½ cup croutons #½ cup shredded Cheddar cheese #4 eggs #¾ cup milk #1 teaspoon dry mustard #1 cup cooked ham, cubed ",0.0,29.5,14.8,0.2539,0.0013
