,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,calcium,iron,magnesium,potassium,sodium,ingredients,cholesterol
10,Blueberry White Chip Muffins,17510,Breakfast or dessert? These blueberry muffins with white chocolate chips are the perfect treat anytime. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F989655.jpg,18,266.8,37,4.6,38.6,0.7,26.0,10.5,7.7,0.085,0.0009,0.0062,0.0509,0.2001,"2 cups all-purpose flour #½ cup granulated sugar #¼ cup packed brown sugar #2 ½ teaspoons baking powder #½ teaspoon salt #¾ cup milk #1 large egg, lightly beaten #¼ cup butter or margarine, melted #½ teaspoon grated lemon peel #1 (12 ounce) package NESTLE® TOLL HOUSE® Premier White Morsels, divided #1 ½ cups fresh or frozen blueberries #⅓ cup granulated sugar #¼ cup all-purpose flour #¼ teaspoon ground cinnamon #3 tablespoons butter or margarine ",0.023
11,Chicken Satay,17511,"Why go out for Thai food when you can make it at home? These delicious Thai-style chicken satay are made of chicken marinated in a peanutty sauce, and then grilled. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F817812.jpg,12,162.4,488,4.4,4.1,0.7,1.8,3.0,0.7,0.0238,0.0014,0.045399999999999996,0.3745,0.6939,"2 tablespoons creamy peanut butter #½ cup soy sauce #½ cup lemon or lime juice #1 tablespoon brown sugar #2 tablespoons curry powder #2 cloves garlic, chopped #1 teaspoon hot pepper sauce #6 skinless, boneless chicken breast halves - cubed ",0.0684
12,Taco Casserole,17512,"Casseroles aren't the same old boring, soggy, hot dishes they used to be. This recipe offers both appealing taste and texture. Ortega® seasonings spice up the filling, and layers of taco shells give it crunch. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F975878.jpg,8,436,77,4.5,24.6,2.6,2.8,29.3,13.0,0.2533,0.0023,0.0195,0.2798,0.9003,"1 pound ground beef #1 cup chopped onion #2 cloves garlic, finely chopped #1 cup water #½ cup ORTEGA® Thick & Smooth Taco Sauce #1 (4 ounce) can ORTEGA® Diced Green Chiles #1 (2.25 ounce) can sliced ripe olives, drained, divided #1 (1.25 ounce) package ORTEGA® Taco Seasoning mix #1 package (12) ORTEGA® Taco Shells, broken, divided #2 cups SARGENTO® ChefStyle Shredded Mild Cheddar Cheese, divided # Chopped tomatoes (optional) # Sliced green onions (optional) ",0.07790000000000001
13,No Commercial Yeast Starter,17513,"It may take a little time, but making a good starter is easy! It is best to use organically grown flour and non-chlorinated water because they contain no chemicals which might kill the wild yeast. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4469947.jpg,4,227.5,34,4.2,47.7,1.7,0.2,0.6,0.1,0.026,0.0029,0.013800000000000002,0.0669,0.0024,2 cups all-purpose flour #2 cups bottled (non-chlorinated) water ,0.0
14,Garbage Quiche,17514,Don't let the name fool you; this quiche is divine! It can be made with almost any veggies that you like. A great recipe if you have a handful of people to feed! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2553270.jpg,12,321.2,57,4.7,14.8,1.1,2.0,23.1,10.4,0.265,0.0013,0.026600000000000002,0.2721,0.4317,"2 (9 inch) pie crusts, baked #10 slices bacon #8 ounces Gruyere cheese, shredded #1 small head fresh broccoli, diced #4 green onions #2 roma (plum) tomatoes, chopped #5 eggs, beaten #2 cups half-and-half #⅛ teaspoon ground nutmeg #1 pinch cayenne pepper # salt and pepper to taste ",0.1217
15,Quiche Lorraine I,17515,"Bacon, Swiss cheese and onions mingle in perfect harmony amidst the eggs and cream in this timeless classic. Perfect for breakfast, brunch, lunch, dinner or just an indulgent snack! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Fd6fcdb9f6b9b37c921c2d20d06faa483%2F164746857620220316_155318.jpg,6,761.2,421,4.5,18.7,1.3,1.2,68.1,30.5,0.2236,0.0018,0.028,0.2852,1.0217,"1 (9 inch) prepared pie crust #12 slices bacon #1 cup shredded Swiss cheese #⅓ cup minced onion #4 eggs, beaten #2 cups light cream #¾ teaspoon salt #¼ teaspoon white sugar #⅛ teaspoon cayenne pepper ",0.2671
16,Easy Apple Coffee Cake,17516,An easy-to-make cake with a beautiful layer of apples in the middle. This is wonderful served warm with a scoop of ice cream. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5529996.jpg,12,456.9,182,4.6,59.4,1.8,39.7,23.2,5.3,0.1021,0.0012,0.019,0.1671,0.4308,"1 (18.25 ounce) package yellow cake mix #1 (3.4 ounce) package instant vanilla pudding mix #4 eggs #1 cup sour cream #½ cup vegetable oil #6 apples - peeled, cored and sliced #½ cup white sugar #2 teaspoons ground cinnamon #½ cup chopped walnuts ",0.0713
17,Uncle Mike's Vinegar Pepper Sauce,17517,"This is a North Carolina-style BBQ sauce that I have used for years. It's great on any meat. Lots of vinegar - that's the North Carolina way! Be careful though, this one's spicy. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F10116.jpg,48,5.7,16,4.4,1.1,0.0,1.0,0.0,0.0,0.0011,0.0,0.001,0.0182,0.0352,"1 ½ cups cider vinegar #10 tablespoons ketchup #½ teaspoon cayenne pepper, or to taste #1 pinch red pepper flakes #1 tablespoon white sugar #½ cup water #1 pinch salt and black pepper to taste ",0.0
18,Pumpkin Pie V,17518,"After completing a unit of study on pumpkins (literature, math, science), the 3rd grade class of Mrs. Ann Nye at Main St. Elementary School in East Aurora, NY, researched and baked this recipe. They made 9 pies, and there were no leftovers. See how you like it! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F274567.jpg,8,212.6,14,4.0,29.0,2.2,18.5,9.1,2.7,0.11209999999999999,0.0015,0.0269,0.2606,0.30110000000000003,1 (9 inch) pie shell #2 cups solid pack pumpkin puree #½ cup white sugar #2 eggs #1 cup evaporated milk #1 teaspoon ground cinnamon #½ teaspoon ground ginger #1 pinch ground cloves #1 pinch ground nutmeg ,0.055600000000000004
19,Spicy Pumpkin Pie I,17519,"Mom's recipe. Best in the world. Just the right amount of cinnamon, ginger, and cloves. Best when served with whipped cream. ",0,16,214.7,3,3.9,29.0,2.4,15.4,10.0,3.2,0.0446,0.0016,0.0181,0.16219999999999998,0.3391,"2 (9 inch) unbaked pie crusts #2 tablespoons butter, melted #1 (29 ounce) can pumpkin puree #1 teaspoon ground cinnamon #¼ teaspoon ground ginger #¼ teaspoon ground cloves #½ teaspoon salt #2 eggs #2 tablespoons all-purpose flour #½ cup brown sugar #½ cup white sugar #1 cup milk ",0.028300000000000002
20,Raspberry Swirl,17520,"No-bake cheesecake type dessert with raspberries swirled through. This recipe contains raw eggs. We recommend that pregnant women, young children, the elderly and the infirm do not consume raw eggs. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F547234.jpg,24,169.3,5,4.4,15.6,0.8,10.6,11.1,6.9,0.0182,0.0006,0.0058,0.0571,0.133,"2 ½ cups graham cracker crumbs #1 ¼ teaspoons ground cinnamon #2 tablespoons white sugar #½ cup butter, melted #4 egg yolks #1 (8 ounce) package cream cheese #4 egg whites #¼ teaspoon cream of tartar #⅛ teaspoon salt #¼ cup white sugar #1 (8 ounce) container frozen whipped topping, thawed #1 (10 ounce) package frozen raspberries, partially thawed ",0.0546
21,Fruit Dip III,17521,"This creamy, marshmallowy, orangey dip is great for fruits! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F276845.jpg,5,308.7,9,4.7,38.8,0.1,24.8,15.8,9.9,0.0378,0.0006,0.004200000000000001,0.0678,0.1641,1 (8 ounce) package cream cheese #2 tablespoons orange juice #¼ cup confectioners' sugar #1 (7 ounce) jar marshmallow creme ,0.0493
22,Lentils And Spinach,17522,"This is my own adaptation of an Indian recipe. It doesn't look like much, but it is surprisingly yummy. Serve this for dinner over hot rice or a diced baked potato. Pair with carrots, cauliflower, or a fresh sliced tomato for a full meal. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7613711.jpg,4,165.3,311,4.3,24.0,10.4,3.3,4.3,0.5,0.12969999999999998,0.0037,0.09090000000000001,0.5797,0.6391,"1 tablespoon vegetable oil #2 white onions, halved and sliced into 1/2 rings #3 cloves garlic, minced #½ cup lentils #2 cups water #1 (10 ounce) package frozen spinach #1 teaspoon salt #1 teaspoon ground cumin # freshly ground black pepper to taste #2 cloves garlic, crushed ",0.0
23,Mincemeat III,17523,This meatless recipe won 2nd prize at the county fair for pie filling. I like to use apricot or peach brandy in this recipe. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4775969.jpg,64,154.6,8,5.0,34.5,2.6,25.1,0.3,0.1,0.0205,0.0007,0.01,0.18159999999999998,0.004900000000000001,"2 pounds cranberries #1 quart water #9 apples - peeled, cored and ground #2 pounds raisins #3 (16 ounce) cans gooseberries #3 (16 ounce) cans pitted sour red pie cherries #2 cups brandy #2 tablespoons lemon zest #2 tablespoons orange zest #2 cups distilled white vinegar #4 cups white sugar #1 tablespoon ground cloves #1 tablespoon ground nutmeg #2 tablespoons ground cinnamon #2 tablespoons ground allspice ",0.0
24,Fruit Pie,17524,"A medley of flavors and textures will delight your tastebuds in this pie full of cherries, currants, dried cranberries, gooseberries, and apples. Our son put this pie together and it is fabulous! Very fruity ",0,24,505.1,1,5.0,89.2,5.8,49.2,16.6,4.7,0.0407,0.0025,0.0221,0.3449,0.2523,"3 recipes pastry for a 9 inch double crust pie #1 (14.5 ounce) can pitted sour red pie cherries #1 (21 ounce) can cherry pie filling #4 cups dried currants #3 cups dried cranberries #2 (16 ounce) cans gooseberries #6 apples - peeled, cored, and sliced #2 ¼ cups white sugar #1 tablespoon ground cinnamon #1 tablespoon almond extract #3 tablespoons butter ",0.0038
25,Hamburger Pie II,17525,"Satisfying ground beef mixed with onion, tomato soup, and cheddar cheese. This is a good meat pie to serve with a salad. I got the recipe from my mother-in-law. To make this pie lighter, use ground turkey instead of beef. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1030713.jpg,8,475.1,25,4.1,29.1,2.4,4.6,32.0,11.5,0.129,0.0034,0.027100000000000003,0.36610000000000004,0.8167000000000001,"1 recipe pastry for a 9 inch double crust pie #1 pound lean ground beef #1 onion, grated #1 (10.75 ounce) can condensed tomato soup #3 tablespoons Worcestershire sauce #1 teaspoon seasoning salt #1 (4.5 ounce) can mushrooms, drained #4 ounces Cheddar cheese, sliced ",0.0574
26,Huggie Bear Brownies,17526,"This is a great brownie recipe. Nuts can be added if desired. If you want to make a larger pan, it's best to triple the recipe. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1058358.jpg,12,149.9,7,4.2,23.1,0.9,14.5,6.3,3.7,0.0109,0.0007,0.0143,0.0555,0.1494,"⅓ cup butter or margarine, softened #¼ cup light corn syrup #¾ cup white sugar #2 eggs #1 teaspoon vanilla extract #½ cup all-purpose flour #⅓ cup unsweetened cocoa powder #½ teaspoon salt ",0.0444
27,Mississippi Mud Cake IV,17527,A chocolate cake with the down home flavors of nuts and marshmallows. Here's some 'mud' you'll WANT tracked into your kitchen! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5442614.jpg,24,392.4,13,4.2,53.6,1.7,41.9,19.5,8.6,0.0643,0.0012,0.032100000000000004,0.12040000000000001,0.1766,"1 cup butter or margarine, softened #2 cups white sugar #4 eggs #2 teaspoons vanilla extract #1 ½ cups all-purpose flour #⅓ cup unsweetened cocoa powder #2 teaspoons baking powder #¼ teaspoon salt #1 cup chopped walnuts #6 cups miniature marshmallows #½ cup butter or margarine, softened #⅓ cup unsweetened cocoa powder #3 ½ cups confectioners' sugar #½ cup evaporated milk #⅛ teaspoon salt #1 cup chopped walnuts #1 teaspoon vanilla extract ",0.063
28,Back-of-the-Box Hershey's Chocolate Cake,17528,A rich moist chocolate cake with a chocolate buttercream icing. This is the best cake in the world! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F40264f6a976810685c7aa1a5f8c3964f%2F1647283001E3282801-8617-4D04-9BA8-49A808588F61.jpeg,12,654.8,2473,4.1,111.1,5.8,87.6,24.6,10.5,0.10629999999999999,0.0033,0.09,0.3343,0.5243,"2 cups white sugar #1 ¾ cups all-purpose flour #¾ cup unsweetened cocoa powder #1 ½ teaspoons baking soda #1 ½ teaspoons baking powder #1 teaspoon salt #2 large eggs #1 cup milk #½ cup vegetable oil #2 teaspoons vanilla extract #1 cup boiling water #¾ cup unsalted butter, at room temperature #5 ⅓ cups confectioners' sugar #1 ½ cups unsweetened cocoa powder #⅔ cup milk #1 teaspoon vanilla extract ",0.06420000000000001
29,Grilled Chicken with Orange Cilantro Salsa,17529,"Salsas do not have to be tomato based. Any number of ingredients can be combined to make a Mexican salsa. Here's one with oranges, cilantro and jalapeno chile peppers that makes an excellent sauce to complement chicken. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F975767.jpg,4,299.3,2,4.0,12.1,1.0,10.5,15.1,2.3,0.030100000000000002,0.0014,0.0434,0.4435,0.6807000000000001,"1 cup mandarin oranges, drained, 1/4 cup juice reserved #1 cup fresh chopped cilantro #½ cup sliced red onion #¼ cup olive oil #¼ cup red wine vinegar #1 teaspoon ORTEGA® Diced Jalapenos #1 teaspoon salt #4 breast half, bone and skin removed (blank)s skinless, boneless chicken breast halves ",0.0684
30,Lime Garlic Chicken,17530,"Seasoned chicken breasts, sauteed with butter and garlic and topped with a squeeze of fresh lime. This is the best chicken I've ever had! My husband doesn't like that many things, but he loved this recipe, you just have to try it! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F245698.jpg,4,762.8,187,4.2,35.1,2.0,0.7,48.7,29.8,0.0955,0.0034,0.06609999999999999,0.6312000000000001,1.0291,"1 cup all-purpose flour #1 teaspoon salt #½ teaspoon ground black pepper #6 skinless, boneless chicken breast halves - cut into strips #1 cup butter #2 medium heads garlic, diced #1 lime, halved # lemon pepper to taste ",0.22469999999999998
31,Morgan's Grilled Fish,17531,A great summertime recipe for grilled salmon fillets. An herb and lemon marinade makes for a wonderfully light and flavorful preparation. Grilled onions would be an excellent addition! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2686293.jpg,4,405.3,50,4.3,5.2,2.5,0.1,30.1,5.3,0.0938,0.004,0.0501,0.5837,0.0843,"¼ cup olive oil #1 tablespoon dried parsley #2 tablespoons dried thyme #1 tablespoon dried rosemary #1 clove garlic, minced #4 (6 ounce) fillets salmon #1 lemon, juiced ",0.0825
32,Cajun Style Burgers,17532,"These are spicy burgers cooked on the grill and topped with a hot barbeque sauce. Serve with hamburger rolls, lettuce, tomato, and red onion. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5155609.jpg,4,414.1,87,4.3,11.9,1.0,4.9,27.4,12.8,0.241,0.0028,0.0332,0.38110000000000005,0.9895,"1 pound ground beef #3 tablespoons dry bread crumbs #1 egg #3 green onions, chopped #1 tablespoon Cajun seasoning #1 tablespoon prepared mustard #¼ cup barbeque sauce #1 teaspoon Cajun seasoning #4 slices Cheddar cheese ",0.1467
33,Shrimp Tostadas,17533,"You can substitute cooked lobster or firm-fleshed fish for the shrimp in this recipe if you wish. Seafood is a very popular main ingredient in Mexican cooking, especially in the coastal towns and villages. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F983055.jpg,10,222.1,2,4.6,21.9,4.2,1.9,8.5,1.4,0.078,0.0036,0.0344,0.3598,0.4081,"1 pound cooked bay shrimp #1 (14.5 ounce) can recipe ready diced tomatoes, drained #1 cup chopped white onion #1 (4 ounce) can ORTEGA® Diced Green Chiles #¼ cup chopped fresh cilantro #3 tablespoons vegetable oil #3 tablespoons lime juice #1 (16 ounce) can ORTEGA® Refried Beans, warmed #1 package (10) ORTEGA® Tostada Shells, warmed #2 ½ cups shredded romaine lettuce ",0.09209999999999999
34,Taco Stew,17534,"This is a great one dish meal combining ground beef with tomatoes, onion, beans, corn, and taco seasoning. Quite simple to make, and delicious, too. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F614890.jpg,8,520.2,60,4.6,32.6,7.7,5.0,30.7,12.3,0.071,0.0050999999999999995,0.0314,0.45130000000000003,1.2891,"2 pounds ground beef #1 onion, chopped #2 (15 ounce) cans ranch-style beans #1 (15.25 ounce) can whole kernel corn #1 (10 ounce) can diced tomatoes with green chile peppers #1 (14.5 ounce) can peeled and diced tomatoes with juice #1 (1.25 ounce) package taco seasoning mix ",0.0965
35,Apple Bran Muffins,17535,Tasty and fast apple muffins. They are great for a breakfast treat! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F123673.jpg,12,133.9,40,4.1,23.5,1.3,10.6,4.0,0.7,0.0993,0.0017,0.012,0.0871,0.1596,"1 ¼ cups bran flakes cereal #1 ¼ cups all-purpose flour #⅓ cup brown sugar #1 teaspoon ground cinnamon #1 tablespoon baking powder #1 ¼ cups apple juice #¼ cup margarine, melted #1 teaspoon vanilla extract #1 apple - peeled, cored, and chopped ",0.0
36,Italian Cassata Cake,17536,Pound cake layered with ricotta cherry filling topped with a luscious chocolate frosting. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6039654.jpg,14,467.4,6,4.3,43.6,2.3,32.1,29.6,17.9,0.1279,0.002,0.0115,0.1926,0.15259999999999999,"⅓ cup dried currants #5 tablespoons Marsala wine #1 (16.5 ounce) can pitted dark sweet cherries, drained with syrup reserved #1 pint ricotta cheese #¼ cup white sugar #2 tablespoons heavy cream #1 (12 ounce) package prepared pound cake #12 (1 ounce) squares semisweet chocolate, chopped #¼ cup Marsala wine #1 cup unsalted butter ",0.1034
37,Original Nestle® Toll House® Chocolate Chip Pan Cookie,17537,"More like a brownie, these easy pan cookies have all the rich flavor of traditional Toll House cookies. So skip the spooning and cut up a batch today! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F983448.jpg,48,118.2,154,4.6,15.4,0.7,10.5,6.1,3.7,0.006,0.0003,0.002,0.0373,0.10590000000000001,"2 ¼ cups all-purpose flour #1 teaspoon baking soda #1 teaspoon salt #1 cup butter, softened #¾ cup granulated sugar #¾ cup packed brown sugar #1 teaspoon vanilla extract #2 large eggs large eggs #1 (12 ounce) package NESTLE® TOLL HOUSE® Semi-Sweet Chocolate Morsels ",0.0179
38,Old Fashioned Pound Cake with Raspberry Sauce,17538,A classic old-fashioned pound cake with fresh raspberry sauce. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F104464.jpg,14,571.8,15,4.6,72.3,2.7,44.9,29.2,17.6,0.0404,0.0021000000000000003,0.016300000000000002,0.1264,0.24180000000000001,"3 ¾ cups all-purpose flour #⅛ teaspoon salt #¼ teaspoon ground nutmeg #2 cups butter, room temperature #2 ¾ cups white sugar #6 eggs, room temperature #½ cup milk, room temperature #1 teaspoon vanilla extract #3 cups fresh raspberries #¼ cup white sugar #1 teaspoon creme de cassis liqueur ",0.15030000000000002
