,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,calcium,iron,magnesium,potassium,sodium,ingredients,cholesterol
16,Ultimate Cheese Spread,24716,"This is one of my favorite party dips. It's the creamiest cheese spread I have ever had, and it's so easy to make! Goes perfect with crackers are small pretzel twists. ",0,12,126.9,4,3.5,1.2,0.0,0.0,12.7,8.0,0.07440000000000001,0.0001,0.004,0.039299999999999995,0.2677,"1 (5 ounce) jar processed cheese spread #1 (3 ounce) package cream cheese, softened #½ cup butter ",0.0346
17,Vegetarian Shepherd's Pie II,24717,"This was our first vegetarian recipe and has withstood the test of time, now one of our staple recipes. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4458308.jpg,8,184.1,92,4.4,29.8,5.5,2.8,5.2,0.5,0.028300000000000002,0.0019,0.0451,0.482,0.14709999999999998,"2 cups vegetable broth, divided #1 teaspoon yeast extract spread, e.g. Marmite/Vegemite #½ cup dry lentils #¼ cup pearl barley #1 large carrot, diced #½ onion, finely chopped #½ cup walnuts, coarsely chopped #3 potatoes, chopped #1 teaspoon all-purpose flour #½ teaspoon water # salt and pepper to taste ",0.0
18,Creamy Polenta with Roasted Corn and Fresh Sage,24718,"This side dish is great served hot and topped with Parmesan cheese, or chilled, cut into shapes and then griddled. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2876.jpg,4,377.6,12,4.4,46.4,2.9,9.1,16.7,4.8,0.274,0.002,0.0494,0.3921,0.2191,"2 ears corn #3 tablespoons olive oil #1 teaspoon finely chopped garlic #½ yellow onion, diced #3 cups water #2 cups milk #1 cup cornmeal # salt and pepper to taste #3 tablespoons chopped fresh sage leaves #½ cup grated Parmesan cheese ",0.018600000000000002
19,Vegan Banana Blueberry Muffins,24719,"A moist, small batch of breakfast muffins. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F39929.jpg,6,193.7,23,3.6,45.9,2.5,22.7,0.4,0.1,0.027100000000000003,0.001,0.0149,0.19,0.2256,"2 very ripe bananas, mashed #½ cup white sugar #½ teaspoon baking powder #½ teaspoon salt #¾ cup all-purpose flour #½ cup whole wheat pastry flour #1 ½ teaspoons egg replacer (dry) #2 tablespoons water #½ cup blueberries ",0.0
20,Texas Caviar I,24720,"Here's a spicy Texas favorite. Black-eyed peas and black beans are marinated in a fiery, flavorful mixture. This is great with tortilla chips or bread -- and plenty of cold iced tea! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8592910.jpg,16,107.1,263,4.8,11.8,3.7,1.3,5.4,0.6,0.0315,0.0012,0.0241,0.254,0.4147,"½ onion, chopped #1 green bell pepper, chopped #1 bunch green onions, chopped #2 jalapeno peppers, chopped #1 tablespoon minced garlic #1 pint cherry tomatoes, quartered #1 (8 ounce) bottle zesty Italian dressing #1 (15 ounce) can black beans, drained #1 (15 ounce) can black-eyed peas, drained #½ teaspoon ground coriander #1 bunch chopped fresh cilantro ",0.0
21,Instant Vegetable Patties,24721,This is extremely easy and tasty recipe for breakfast. Hope you'll enjoy it! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F315913.jpg,6,260.1,9,4.4,31.0,2.1,4.7,12.8,2.8,0.0148,0.0018,0.0218,0.2933,0.3133,"2 baking potatoes, peeled and cubed #2 tablespoons vegetable oil #½ teaspoon cumin seeds #½ teaspoon ground turmeric #1 teaspoon ground coriander #½ cup frozen green peas, thawed #2 fresh green chile peppers # salt to taste #¼ teaspoon chili powder #½ teaspoon lemon juice #1 (8 ounce) can refrigerated crescent roll dough ",0.0
22,Stuffed Jalapenos II,24722,Jalapeno peppers stuffed with cream cheese and coated with a spicy breadcrumb mixture are always a treat. Serve them hot with pepper jelly and sour cream. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3580085.jpg,4,422,7,3.6,19.6,0.8,1.1,35.5,9.9,0.1043,0.0029,0.0078,0.1024,0.8194,"4 jalapeno peppers, seeded and halved #½ (8 ounce) package cream cheese, softened #2 eggs, beaten #¾ teaspoon salt, divided #1 teaspoon vegetable oil #⅔ cup self-rising flour #⅛ teaspoon garlic powder #⅛ teaspoon paprika # onion powder to taste #½ cup cornflakes cereal crumbs #1 quart oil for frying ",0.1238
23,Raw Candy,24723,Sweet treats with no added sugar! Unfired fare that is all natural and vegan! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F974424.jpg,40,45.4,23,4.2,3.2,0.6,0.2,3.5,0.3,0.009800000000000001,0.0002,0.0119,0.0435,0.0004,1 cup raisins #1 cup walnuts #1 tablespoon vegetable oil #1 cup sliced almonds ,0.0
24,Easy Mexican Rice,24724,"This recipe is so simple, and yummy, perfect for anyone that's too lazy to cook an actual meal. It's also easily altered for anyone's tastes. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F416012.jpg,4,361,63,4.0,72.3,12.2,8.0,2.1,0.3,0.0991,0.0058,0.09570000000000001,0.6237999999999999,1.4594,"1 ½ cups uncooked brown rice #3 cups water #1 (1 ounce) package taco seasoning mix #1 (15.25 ounce) can kidney beans, drained #1 (15 ounce) can tomato sauce #1 (14.5 ounce) can diced tomatoes, drained # salt and pepper to taste #½ cup shredded lettuce ",0.0
25,Texas Caviar II,24725,Here's a simple version of an old spicy Texas favorite made with black-eyed peas and salsa. Serve with tortilla chips. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F42843.jpg,16,22.3,6,2.1,3.9,0.9,0.2,0.2,0.0,0.0063,0.0003,0.0073,0.0451,0.1158,"1 (15 ounce) can black-eyed peas, rinsed and drained #½ (16 ounce) jar picante sauce # salt to taste ",0.0
26,Spinach Appetizers,24726,"Instead of sausage balls, try these savory spinach treats -- they're great! The recipe was given to me while shopping by a lady at the grocery store. The formed balls may be stored frozen in airtight containers until ready for use. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8271500.jpg,16,143,98,4.2,20.3,1.4,2.4,4.4,2.1,0.0834,0.0015,0.0259,0.1446,0.469,"1 (10 ounce) package frozen chopped spinach, thawed and drained #2 cups dry bread stuffing mix #3 eggs, beaten #¼ cup grated Parmesan cheese #½ onion, chopped #2 tablespoons melted butter #¼ cup shredded Cheddar cheese ",0.0422
27,Stack of Onion Rings,24727,"Everyone loves onion rings! This recipe is simple and fun. Use regular bread crumbs instead of seasoned, if desired. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2217064.jpg,8,448.1,9,4.0,46.4,3.4,5.1,25.2,9.1,0.1138,0.003,0.030100000000000002,0.243,0.5825,"1 quart safflower oil for frying #1 ½ cups all-purpose flour #½ teaspoon baking powder #2 eggs #1 cup heavy cream #2 cups seasoned bread crumbs #4 large Spanish onions, sliced into 1/4 inch thick rings ",0.0876
28,Game Day Sausage Snacks,24728,"These fun, tasty sausage and cheese snacks are perfect for Game Day parties -or anytime! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F585639.jpg,15,351.2,16,4.6,18.3,2.0,3.3,25.3,10.4,0.1657,0.0014,0.004900000000000001,0.1631,0.9709,12 ounces ground pork sausage #12 ounces spicy ground pork sausage #1 (16 ounce) jar processed cheese sauce #1 (1 pound) loaf sliced pumpernickel party bread ,0.052899999999999996
29,Sweet and Sour Hotdogs,24729,Currant jelly is the special ingredient in this tangy frankfurter appetizer that's easy to prepare and great for parties. ,0,8,268.4,1,4.2,22.4,0.1,19.6,17.3,6.3,0.011699999999999999,0.0008,0.0114,0.20980000000000001,0.9614,"1 tablespoon vegetable oil #1 (16 ounce) package frankfurters, cut into 1/2 inch pieces #1 cup ketchup #½ cup red currant jelly #2 teaspoons lemon juice ",0.028
30,Sun-Dried Tomato and Pesto Cheese Spread,24730,"This is an incredible cheese spread. With the red of the sun-dried tomatoes and the green of the pesto, it makes for a beautiful Christmas appetizer. Garnish with toasted pine nuts and sprigs of basil and serve with crackers. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F308036.jpg,52,83.1,37,4.6,1.5,0.3,0.3,8.2,4.5,0.0192,0.0004,0.0063,0.0851,0.0808,"4 cloves garlic, peeled #1 ½ cups fresh basil leaves #1 teaspoon fresh lemon juice #¼ cup pine nuts #2 tablespoons extra virgin olive oil #2 ⅔ cups softened cream cheese #¼ cup freshly grated Parmesan cheese #1 ⅓ cups sun-dried tomatoes, packed in oil, drained #⅓ cup tomato paste #¾ cup butter # salt and pepper to taste ",0.0205
31,Striped Pesto Dip,24731,"Served in a clear glass dish, this is a beautiful dip made with a cheese mixture alternating in layers with prepared pesto, and topped with walnuts. It's perfect for the holidays! Serve it with toasted French baguette slices. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F737356.jpg,16,102.7,39,4.5,1.2,0.3,0.1,9.9,4.6,0.06670000000000001,0.0004,0.0074,0.0494,0.09820000000000001,"1 (8 ounce) package cream cheese, softened #⅓ cup sour cream #2 tablespoons grated Parmesan cheese #6 tablespoons pesto #¼ cup chopped toasted walnuts ",0.019899999999999998
32,Warm Blue Cheese Dip with Garlic and Bacon,24732,"Even people that don't like blue cheese love this wonderful hot dip. It can be served with vegetables, but I find that people like it best with French bread. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F44535.jpg,14,154.9,226,4.7,1.1,0.0,0.1,14.7,7.4,0.0621,0.0003,0.0052,0.0775,0.2788,"7 slices bacon #2 cloves garlic, peeled and minced #1 (8 ounce) package cream cheese, softened #¼ cup half-and-half #4 ounces blue cheese, crumbled #2 tablespoons chopped fresh chives ",0.0348
33,Yogurt Spinach Dip,24733,Plain yogurt is a great flavor addition to a simple spinach dip. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1114534.jpg,24,73.2,37,3.9,1.2,0.0,0.8,7.5,1.2,0.0228,0.0001,0.003,0.0345,0.1556,1 cup chopped fresh spinach #1 cup plain yogurt #1 cup mayonnaise #2 teaspoons seasoning salt #¼ teaspoon dried parsley #¼ teaspoon dried basil #¼ teaspoon dried oregano #¼ teaspoon ground dry mustard #¼ teaspoon garlic salt ,0.0040999999999999995
34,Zesty Bean Dip,24734,You can't go wrong with this fast and easy bean dip. It's perfect with tortilla chips. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F223718.jpg,28,36.4,15,4.2,3.6,0.9,0.4,1.5,0.9,0.0351,0.0003,0.006900000000000001,0.0571,0.1655,"1 (16 ounce) can refried beans #1 (1.25 ounce) package taco seasoning mix #1 tomato, chopped #1 cup shredded Cheddar cheese ",0.0055
35,Mexican Salsa II,24735,"Plenty of cilantro and other fresh ingredients make this salsa a Mexican style favorite. Serve with corn chips, over eggs, or with any Mexican food. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3604971.jpg,24,4.4,16,3.6,1.0,0.3,0.5,0.0,0.0,0.0032,0.0001,0.0023,0.045,0.0015,"5 roma (plum) tomatoes #3 serrano peppers #½ cup chopped onion #⅔ cup chopped fresh cilantro #1 clove garlic, peeled and crushed # salt to taste ",0.0
36,Blueberry Brie,24736,"Warm Blueberry Brie...we have this every year at our work's Christmas party. It is so tasty, it's addictive! You can also make this with raspberry sauce or sun dried tomatoes, both of which taste excellent. This will cook in the microwave in about 3 minutes. Serve with warm French baguette slices! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F666602.jpg,32,129.7,29,4.0,6.4,0.4,5.4,8.6,5.4,0.0613,0.0003,0.0077,0.0636,0.1982,1 (2.2 pound) wheel Brie cheese #1 (16 ounce) can blueberry pie filling ,0.0313
37,Chili Bean Dip,24737,"Everyone loves this dip, and I'm always being asked for the recipe. It's a simple blend of chile with beans and cheeses. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7719694.jpg,24,76.5,25,4.3,2.5,0.8,0.4,6.5,3.9,0.0327,0.0007,0.0091,0.0814,0.15580000000000002,"1 (15 ounce) can chili with beans #1 (8 ounce) package cream cheese, softened #½ (8 ounce) package cream cheese with chives #½ cup shredded Cheddar cheese ",0.0198
38,Nacho Cheese Sauce,24738,Here's a simple cheese sauce to spread over tortilla chips. Add some jalapenos to spice things up a bit. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Fd096a272e025f4f9ef7ae7ff80d35e9b%2F1650153538image.jpg,4,281.7,556,4.3,6.6,0.1,3.1,22.5,14.2,0.3477,0.0003,0.0211,0.18130000000000002,1.0954000000000002,2 tablespoons butter #2 tablespoons all-purpose flour #1 cup milk #7 slices processed American cheese #½ teaspoon salt ,0.0668
39,Artichoke Crab Dip,24739,This hot dip is simple and wonderful! Lump crabmeat is folded into a creamy artichoke mixture. Serve with crackers or warm bread slices. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7481819.jpg,24,84.5,34,4.2,2.4,0.6,0.0,6.6,4.1,0.0205,0.0003,0.0066,0.061399999999999996,0.21130000000000002,"2 (8 ounce) packages cream cheese, softened #1 (14 ounce) can artichoke hearts in water, drained #½ teaspoon Old Bay (tm) Seasoning #½ pound fresh crabmeat, picked over for cartilage and shell fragments ",0.0277
40,Pumpkin Fluff Dip,24740,"This is a very creamy and yummy vanilla pumpkin dip that is served with graham crackers. I like the cinnamon graham crackers best, but you can decide for yourself. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9313298.jpg,32,65.3,871,4.5,8.4,0.4,6.9,3.6,3.1,0.0052,0.0002,0.0035,0.0308,0.0987,"1 (16 ounce) container frozen whipped topping, thawed #1 (5 ounce) package instant vanilla pudding mix #1 (15 ounce) can solid pack pumpkin #1 teaspoon pumpkin pie spice ",0.0
41,Cornbread Stuffing With Sausage,24741,"The name says it all! Ground sausage is cooked with celery and onions, then baked with cornbread, bread crumbs and chicken broth. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9418955.jpg,12,440.7,110,4.4,51.1,4.3,6.5,19.3,6.5,0.1489,0.0035,0.0399,0.3338,1.4018,"1 pound ground sausage #2 cups chopped celery #2 large onions, chopped #5 cups crumbled cornbread #5 cups seasoned bread crumbs #2 ¾ cups chicken broth #1 ½ teaspoons poultry seasoning #1 teaspoon sage ",0.04
42,Green Beans With a Twist,24742,An unusual and tasty green bean sidedish with just a hint of horseradish. You must try it. It's a quick dish that surprises everyone. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F846618.jpg,6,314.1,14,4.1,6.9,2.5,3.2,30.8,4.9,0.039700000000000006,0.0014,0.004200000000000001,0.053399999999999996,0.6329,"2 eggs #2 (14.5 ounce) cans green beans, drained #1 cup mayonnaise #1 tablespoon lemon juice #1 teaspoon Worcestershire sauce #1 tablespoon prepared horseradish #1 dash black pepper #1 dash garlic powder #1 dash onion powder #1 ½ teaspoons dried parsley ",0.07590000000000001
